"","Name","Chromosome","Position","TFN.","FNMain","FNsmall","HD_1","FD_1","HD_50.","FD_50.","HW_1","FW_1","HW_50","FW_50","GHW_1","GFW_1","GHW_50","GFW_50","HM_1","FM_1","HM_50","FM_50","fprind","fprinW","fprinGW","fprinM","rrBLUP.TFN.","rrBLUP.FNMain","rrBLUP.FNsmall","rrBLUP.HD_1","rrBLUP.FD_1","rrBLUP.HD_50.","rrBLUP.FD_50.","rrBLUP.HW_1","rrBLUP.FW_1","rrBLUP.HW_50","rrBLUP.FW_50","rrBLUP.GHW_1","rrBLUP.GFW_1","rrBLUP.GHW_50","rrBLUP.GFW_50","rrBLUP.HM_1","rrBLUP.FM_1","rrBLUP.HM_50","rrBLUP.FM_50","rrBLUP.fprind","rrBLUP.fprinW","rrBLUP.fprinGW","rrBLUP.fprinM"
"3763","PstI.TP856852",1,1153760,0.992961269576512,0.46730109914091,0.218024339714932,1.01203664327138,1.08522102442721,0.809445693965186,0.862134190991242,0.98462441183665,1.06733493947036,0.800696870636328,0.850907016494289,0.973481133186464,1.03899744777437,0.785390114829271,0.869990099865098,0.920540481376361,0.928214668531632,0.744298502529686,0.778775941768682,0.86049655250674,0.841533495840687,0.851185502457802,0.908918827057047,0.101633932606773,0.340956442377219,0.605306949820311,0.0972665152421496,0.0821824294474017,0.155079469265499,0.137361748062175,0.103603776937761,0.08563771296334,0.158235210586567,0.140959056288713,0.10629647600593,0.0914118613470577,0.163911673806672,0.134899363376923,0.120076914192849,0.117973735610933,0.180177890302064,0.166427104822971,0.137880689809669,0.144034491644613,0.140868697011766,0.123333533144446
"1017","PstI.TP1010387",1,1174408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"3498","PstI.TP775725",1,1175417,0.101101579327074,0.675199713092936,0.0942439233172978,0.29520380095381,0.3194841711256,0.173605486869358,0.205184221503528,0.285911375851857,0.361630457879989,0.173545320060836,0.237467909712989,0.256652171161438,0.329600307361233,0.167178456749946,0.267134053478605,0.340203896011964,0.504596044605525,0.16484743373805,0.209553286564657,0.202191829186272,0.218943503130642,0.21642948834174,0.34434532049233,0.792315990022642,0.211251736182836,0.804926224026338,0.506752849047016,0.479198918111157,0.670493409106602,0.623470312199667,0.517712467981553,0.434880107211973,0.670586305159412,0.578804755009255,0.553793467881348,0.468165808391416,0.680489679961248,0.540587434314697,0.456873642600098,0.312898841650994,0.684151945460436,0.617229555120655,0.627781004795099,0.604027201469108,0.607533893508609,0.452537610663468
"843","NsiI.TP72077",1,1422420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1780","PstI.TP13650",1,1521127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2324","PstI.TP329515",1,1537490,0.221962304943974,0.0742891672100604,0.176244091613177,0.835850872216286,0.838571085835216,0.782893723096262,0.742216430487195,0.836769095235575,0.871567860044931,0.799015218775457,0.773049943588472,0.815332257926544,0.821520003371324,0.669370895008316,0.743462732177479,0.955761174181369,0.941113073563257,0.998820822616759,0.569387753001412,0.765624177760607,0.785240865519548,0.719366630587786,0.946091146576282,0.599843138025546,0.842773425302707,0.666432101296291,0.145931527307168,0.145020338386973,0.164856576535805,0.181043763687247,0.145623312171561,0.134410172962515,0.158849108288317,0.168635908401811,0.152991654789181,0.150827313868731,0.214106131666929,0.180524964316783,0.110723250231121,0.11452147327992,0.100271884563974,0.26953318731346,0.171544114414364,0.163968013247446,0.190824164438083,0.113216272819712
"1086","PstI.TP1031399",1,1661159,0.0471869033097464,0.052679424770622,0.593127359640001,1.74434844339721,1.72901821609698,1.50487152636797,1.48069838692666,1.78627557304869,1.70309093825343,1.47597835985862,1.44412708384729,1.90506597103838,1.57738114040887,1.5100334827267,1.47754171500901,1.71977334527989,1.24103524710803,1.44423938051488,1.34937316390952,1.51334319593247,1.46597286706255,1.54822082507228,1.60668876825559,0.897042659444022,0.88576920065711,0.255195281639978,0.0180157172279668,0.0186630140883509,0.0312700426531316,0.0330599058991947,0.0163577824104072,0.019811121512218,0.0334211692800669,0.0359644080212268,0.0124432557946922,0.0264617681273838,0.030900571897241,0.0333010774302431,0.0190645542178995,0.0574069869112869,0.0359551098117412,0.0447328775480975,0.030665976891027,0.0342000808653666,0.0282995268805524,0.0247349611026645
"933","NsiI.TP796534",1,1682668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"3983","PstI.TP929619",1,1952038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2582","PstI.TP417865",1,2030761,0.346800431088242,0.43280567985113,0.39590705595162,0.245917477995676,0.207559602383498,0.288033040205336,0.23352234238552,0.264611018349319,0.21116570622072,0.307285822010008,0.226839582011573,0.239953195408342,0.259576611620267,0.274109861499513,0.146494405794767,0.293768095240454,0.23466190260001,0.41101859790482,0.170090913966061,0.251870460785282,0.252543806741924,0.231032382410453,0.288650671993495,0.449986587207431,0.369142730359507,0.401876807937171,0.567652457039776,0.620069539743459,0.515189448567552,0.584087157813633,0.543737118870658,0.614942195103102,0.492849338508028,0.59314437745944,0.575501956735937,0.550076875764009,0.531973671284742,0.713683398114449,0.508430862224417,0.582556560421309,0.388133744483124,0.675941460926118,0.559924588132687,0.559057133331664,0.587445549044116,0.514457292763902
"793","NsiI.TP666080",1,2031570,0.96415388491941,1.98974735075429,1.20023070221417,0.893361473637952,0.844750381592934,0.860108456402913,0.829536669134425,0.934828043745245,0.887162331386453,0.906702809621499,0.820293007472922,1.03548135972769,0.918562775554963,0.956210925110945,0.795638893687421,1.26598841677036,0.993500661199464,1.09149736130448,0.938916990059353,0.844648814072048,0.851857812038847,0.916327087404368,1.19768555292375,0.108604073522798,0.010238884624713,0.0630622261703665,0.127831688766672,0.14297154765636,0.138003958414749,0.148068722993656,0.116190857339751,0.129669449954649,0.123964459274978,0.151254043144527,0.0921549441537521,0.120624971695455,0.110608645715983,0.160088857902996,0.0542015346501722,0.101507782114798,0.0810032863280056,0.115102037102117,0.143004988016343,0.140650793928606,0.12124753348491,0.0634328825200448
"3852","PstI.TP885267",1,2084430,0.232073927840684,0.0692860510691011,0.285024952694012,0.227806536980889,0.240438133882609,0.256334015354417,0.21388236139532,0.218905703198629,0.240122040555836,0.229858616453574,0.21032862009971,0.226448425096413,0.324530249294113,0.263246428798232,0.180500829996843,0.24218126012117,0.1540639198118,0.182562651562881,0.321081286324139,0.230794486111468,0.217647716737384,0.240565309729826,0.225217083055975,0.586038397552283,0.852538398726742,0.518770231765214,0.591825212919816,0.574859702927316,0.55419931499308,0.611107534957142,0.60407977681086,0.575278256389205,0.58903538322827,0.616128615854153,0.593678846695365,0.473663315630318,0.545448273219111,0.659931973041052,0.572557014791177,0.701352065261075,0.656806358391884,0.477439903498634,0.587767426044576,0.60583210358917,0.574691389560289,0.595364474892331
"1748","PstI.TP1294018",1,2280325,0.186670023904257,0.128436210302951,0.374328501485946,0.0703083613151078,0.0801483251235718,0.0388431051507246,0.0316273170420636,0.0461763790452558,0.0781345253818703,0.0709093873348912,0.0313408399028709,0.0569949533367057,0.110762060827604,0.0598346234080572,0.00440107631928203,0.145629784699779,0.20413820695372,0.0137755262830907,0.0616063453206021,0.0380402707171766,0.045101245541223,0.0467305339921517,0.130568696448413,0.650623845312191,0.743984332198163,0.422349027499823,0.850533920716483,0.831479746312888,0.914443537097986,0.929763906769438,0.899132344763248,0.83534422515009,0.849357669398562,0.930377416689229,0.877011012278344,0.774886222463475,0.871295310537126,0.98991732174888,0.715105659740088,0.6249737736775,0.968778459238539,0.86774806654337,0.916135535909693,0.901360982002999,0.897985793502693,0.74034015161414
"2951","PstI.TP56795",1,2315051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1233","PstI.TP108989",1,2588793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4086","PstI.TP966432",1,2596832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"539","NsiI.TP486649",1,2601704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2641","PstI.TP441536",1,2816855,0.127472339550499,0.0419479224923671,0.223584823123942,0.568785390570877,0.480803196681335,0.411022549510292,0.377715983450112,0.542962710049707,0.482751897862936,0.432031145679575,0.361588786271965,0.519197999694347,0.397272918550967,0.418865655198844,0.30375232489858,0.464988207338202,0.540026634050034,0.732466650545497,0.523355117967804,0.401663126945533,0.388931133737838,0.391577848219492,0.505712367011574,0.745637360560639,0.907929396091145,0.597606313329922,0.269907286728167,0.330519284030608,0.388130212906015,0.419067534072294,0.286442390819046,0.329039549684781,0.369801658289791,0.43492183701417,0.302553373906733,0.400614884827803,0.381183720658046,0.496875605343075,0.342777094054674,0.288385463906955,0.185154106850508,0.299671113814077,0.396585538001284,0.408384138846596,0.405902897763077,0.312095590707883
"1222","PstI.TP1085601",1,2820903,0.477817077164739,0.707449935802492,0.715589343666956,0.383085274956114,0.392894094384969,0.402477175241995,0.430962553659099,0.366632171187077,0.399649800967296,0.418442893368719,0.416798457188638,0.297280018615347,0.389744171062252,0.341756723788487,0.419297204082317,0.402712631619389,0.498153966524935,0.282715849555376,0.346160222068466,0.417543122837029,0.416919723968879,0.365915418418966,0.407963368777928,0.332799697477473,0.196132725851393,0.192491100896319,0.413918392786921,0.404674562265672,0.39584286818606,0.370712684507609,0.429900379813592,0.398428318938341,0.381554962741096,0.383002441822758,0.504336013646786,0.407620323142775,0.455242999560109,0.380805134898292,0.395628316837565,0.317574800161689,0.521535830263543,0.450650417688463,0.382346287080334,0.382895512098652,0.430610466421566,0.390873863246643
"2838","PstI.TP525202",1,2884119,0.214225903483896,0.444879491644398,0.0123222044761342,0.234132361414333,0.281033167271367,0.353493029985222,0.382509673873235,0.227476933739261,0.317309673241888,0.347536795575734,0.358511396523942,0.192995211064426,0.37337858053312,0.370795554040056,0.416235375065983,0.231925864169063,0.258504655935142,0.40859934368337,0.524359701670234,0.361566570238829,0.352961963016358,0.369936159144807,0.263548025469665,0.610624318719894,0.359021542389154,0.972025807119618,0.583267312808639,0.523560450504028,0.443105325852705,0.414467351709545,0.59227454294296,0.48160426772595,0.449224262557344,0.43801461687381,0.641216647198328,0.423273831503993,0.425798812548353,0.383499343590882,0.58623822921843,0.551436290574264,0.390301891797697,0.298978733830777,0.434944085708276,0.443647498382452,0.426642230174055,0.545069617069498
"1703","PstI.TP1268585",1,2988383,0.75315133726487,0.939128190028192,0.859868605693823,1.58641403541357,1.68218120423187,1.62405865554606,1.6455776406966,1.56157710916693,1.66486552201956,1.54548244973307,1.63359247606118,1.48872104093168,1.62294317522315,1.57309459038934,1.89097454159362,1.32532591354239,1.23465220231673,1.28281069296005,1.65316137171483,1.64014290704784,1.60727646614657,1.67209307088893,1.3336202750138,0.176542252212017,0.115046075910616,0.138080195831111,0.0259170737515278,0.020788291392778,0.0237651929371223,0.0226163418153463,0.0274424505836293,0.021633883067076,0.0284785288238289,0.0232491737920566,0.0324548016363226,0.0238263120168489,0.0267242428479396,0.0128536200584496,0.0472796318794889,0.0582569572391315,0.0521421947091796,0.0222248392417782,0.0229011395386186,0.0247015117870137,0.0212768302690068,0.0463852311331116
"3742","PstI.TP849876",1,3050119,0.290653273422481,0.118276432506411,0.135977019680225,0.0308076398878538,0.0562726972329239,0.0478407637945698,0.0626344123822315,0.0461134023546529,0.0686775362534466,0.0170594613840372,0.0629150227429881,0.0326998409686362,0.0349609953659429,0.00919092398362785,0.099982235425393,0.0309523449530202,0.0347216062731559,0.0321583496774553,0.239752605826729,0.055704120983125,0.0474525453087708,0.0282017158781464,0.0158933844710809,0.512090508775912,0.761594093939196,0.731177772104096,0.931520378261265,0.878470744297021,0.895693115631617,0.86569635238129,0.899262736669139,0.853733776254447,0.961480628350734,0.865137181328415,0.927470615543009,0.922654288389177,0.979059477912946,0.794360726944145,0.931210051355279,0.92316300831924,0.92862773473739,0.575767827855571,0.879621587150765,0.896494139136377,0.937126640514691,0.964065664335964
"3154","PstI.TP66009",1,3078783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1975","PstI.TP209693",1,3305106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"3081","PstI.TP626124",1,3342723,0.138354832102486,0.028958830586359,0.175321218702321,0.000685707566329635,0.0226727952280386,0.003459043835141,0.0140745430370707,0.0255709403980365,0.0319004944751369,0.0188353467949567,0.0228182417013669,0.020024549941775,0.0111559972004828,0.0374634285465636,0.0313766434852986,0.0397010248270366,0.0538022581546526,0.0361197106365179,0.17696623408946,0.00757284339671844,0.0217085543316165,0.00797764231639943,0.0333357014727569,0.727185428640369,0.935494351139977,0.667849770853698,0.998422345786499,0.949133286979573,0.992066891750238,0.968111673679874,0.942820592622832,0.929179255886431,0.957557039184792,0.948815472728437,0.954938603411207,0.974639487422018,0.917353181424526,0.930300718796746,0.912638898163999,0.883482073636496,0.920195890382969,0.665324882456837,0.982714030399815,0.951242938147697,0.981798485165459,0.926113678162969
"1160","PstI.TP1059573",1,3357749,0.654274983369735,0.734989423725415,0.530383253939675,0.64837190868122,0.628821114205157,0.734477613701369,0.754577201051489,0.640133464995172,0.595382481066168,0.739403436818298,0.740767419216859,0.678602080476181,0.459869937189426,0.794876578648707,0.683292261747851,0.532077664105852,0.45102447323982,0.784216871935178,0.801469777743648,0.738052648223552,0.737145521310274,0.725659974100456,0.552584729352686,0.221679236314011,0.184081682991602,0.294860600767628,0.22471294492313,0.235060083340239,0.1842987485814,0.175963583962908,0.229016374406766,0.25387358682114,0.182220218549341,0.181648819905619,0.209603205218495,0.346840706994069,0.160370107880101,0.207351765848009,0.293712436429515,0.353977393287437,0.164355078473665,0.157953852292096,0.182787861444325,0.183170056210055,0.188078878257393,0.28016589743594
"588","NsiI.TP504485",1,3381640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1628","PstI.TP1243055",1,3389055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1633","PstI.TP1244443",1,3397749,0.539217003806778,0.505495445183454,0.841399684775781,0.377400314227505,0.460306086140553,0.444156244677498,0.514342496558251,0.383658246539525,0.457838665501722,0.449801242777053,0.54291995930651,0.368016395137541,0.476950571151254,0.420513258123219,0.605525621378717,0.562309354406811,0.38016267574071,0.319744680219861,0.304266063543844,0.481566252778482,0.508841142319686,0.475164229780448,0.498723380976493,0.288923585792507,0.312251515453047,0.144078877145687,0.419372246235387,0.346492560097886,0.359619932615857,0.305954963713471,0.413372663773986,0.348466741653521,0.354975808667011,0.286470588800676,0.428532342482206,0.333464363560046,0.379740346097467,0.248012961712642,0.273962200330686,0.416713263972298,0.478911559538056,0.496288185306559,0.329939070988466,0.309855249079038,0.334838794904244,0.317158692673575
"170","NsiI.TP24278",1,3414839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1541","PstI.TP1199997",1,3471828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"3440","PstI.TP757375",1,3471897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"3358","PstI.TP726521",1,3535515,0.337677406979379,0.0760107032045414,0.201721204283741,0.134338907607369,0.103781534912513,0.0839661141732521,0.0804574413385908,0.128116885406916,0.0872940053437798,0.0676485810961271,0.0737098595021998,0.098930855454334,0.101434534464603,0.101740266032384,0.103461707438622,0.11157237396996,0.227949331360304,0.176141964201126,0.297734426780773,0.0851989811739142,0.072899413705461,0.102631969239632,0.14446189068795,0.459539230859804,0.839439298250035,0.628461670856451,0.733940903856629,0.787441800439197,0.824202420897742,0.830888137545168,0.744531564758596,0.817910897632239,0.855758888873483,0.843898355343261,0.796286117994121,0.791708787785578,0.791151642345028,0.788021909762323,0.773441776109416,0.591630655019881,0.666588835935545,0.503808596053571,0.821866008429857,0.845474641600883,0.789528898479461,0.717031292268363
"2467","PstI.TP374511",1,3576636,1.26755703451547,1.56596881972147,0.962280651007857,0.0213006063691943,0.0341434791089204,0.0964194807033984,0.0524709210137962,0.00344258295655473,0.067291382459414,0.0876777437576516,0.036386744365791,0.0210946167826004,0.00862245310504742,0.0932711709006392,0.0123485842481288,0.233982737124153,0.0839416147434839,0.0207136595285974,0.042228258344177,0.0615489503137743,0.0496148696422289,0.0447928440235886,0.175222798660667,0.0540061185586418,0.0271663430326185,0.109073525063482,0.952136893631074,0.924392729218407,0.800904104391259,0.886194558460437,0.992104494351282,0.856463023192185,0.817188518645344,0.919630265392802,0.952588607419218,0.980341859438745,0.806731154804848,0.971966766442185,0.583468296234492,0.824248917134115,0.953424571874875,0.907343519361695,0.867862753004797,0.892041645930553,0.902001284447102,0.668001136467191
