"","Name","Chromosome","Position","CmDW_g","Cml_cm","CmD_BI_mm","CmD_LI_mm","CmN.","Bcirc_cm","Yld_kg","SDW_kg","CCirc_cm","Lg","GS","FD","SRD","ADD","rrBLUP.CmDW_g","rrBLUP.Cml_cm","rrBLUP.CmD_BI_mm","rrBLUP.CmD_LI_mm","rrBLUP.CmN.","rrBLUP.Bcirc_cm","rrBLUP.Yld_kg","rrBLUP.SDW_kg","rrBLUP.CCirc_cm","rrBLUP.Lg","rrBLUP.GS","rrBLUP.FD","rrBLUP.SRD","rrBLUP.ADD"
"2245","PstI.TP856852",1,1153760,0.166916820455845,0.0131282541623686,0.397382880932555,0.0445454350012407,0.0659582162037411,0.446651324604591,0.119912456792723,0.187879890147158,0.191688743596409,0.558363451972942,1.63771257713093,1.99371942881727,0.17560962820494,0.099216641915268,0.680899757559895,0.970223402320931,0.400513462884545,0.902515283227133,0.859096171813323,0.357559791528961,0.758730501235374,0.648813846743105,0.643148493074022,0.276462701845816,0.0230296545166416,0.0101456662368946,0.667406407453806,0.795762296158412
"2058","PstI.TP775725",1,1175417,0.624998557298661,0.402438772351651,0.655122171146711,0.591775563974454,0.207177217638697,0.0504632203033872,0.357796750588636,0.251269453971428,1.08392938380653,0.269490031254924,0.604213164864341,1.72433147828981,0.930483256380104,0.55936194943315,0.237138158324207,0.395877872504598,0.22124722326837,0.255990846242853,0.620615734907392,0.890300832953903,0.43873597776309,0.560699986999131,0.0824272130596225,0.537662774429465,0.248763601160171,0.0188655087633749,0.117359092778553,0.275827809563044
"2400","PstI.TP929619",1,1952038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1393","PstI.TP417865",1,2030761,0.444539682479012,0.198380447364073,0.868899748465727,0.671915178398005,0.0358036451830785,0.435251410302752,0.128615340159472,0.0690460668693969,0.017636266435569,0.242893558054883,0.400510669649589,2.66850778765797,0.162264032908421,0.318899238362472,0.359302564959222,0.633314676655482,0.135238470852534,0.212855473119088,0.92086582288704,0.367069744648846,0.743677530404304,0.853009628024945,0.960204492493146,0.57161871847166,0.397639327240605,0.0021453206461277,0.688233751748623,0.479844765583825
"2311","PstI.TP885267",1,2084430,0.0206120722387881,0.0672412621414506,0.331294976499584,0.0878282138324765,0.00817273868562405,0.924715756790482,0.183381853861214,0.125675463996587,0.179766196908786,0.265070445632987,0.00319157153115127,0.798332073913789,0.510563723178827,2.24949624315659,0.953647616723819,0.856561870121878,0.466342528917163,0.816905436258333,0.981357534818127,0.118928034983476,0.655568603468604,0.748728795399884,0.661049229083694,0.543162219597316,0.992678071852205,0.159099174429933,0.308628676764635,0.00562993987525437
"813","PstI.TP1294018",1,2280325,0.0678236435964007,0.0868835155017377,0.0408332155442925,0.353613400530184,0.710162229692154,0.11276249263179,0.136373839718293,0.130364138297106,0.256817393703174,0.244461975066447,0.163057840021135,0.033003885897184,0.114070599570748,1.45540452902271,0.855414005144063,0.818684342494637,0.910262778648242,0.442982530282086,0.194911637587103,0.771325176768515,0.730509991395647,0.740688943252879,0.553582823340707,0.569558089970905,0.686976941253498,0.926821530505647,0.769005419435857,0.0350425313848953
"1674","PstI.TP56795",1,2315051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2481","PstI.TP966432",1,2596832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1438","PstI.TP441536",1,2816855,0.239821763271831,0.0192725373536223,0.729023901372215,0.671771314734001,0.595380676468155,0.018677424915939,0.0262506303170336,0.203500847198118,0.0961611860089705,0.412333549076689,0.678894221036639,0.124505904260394,0.192057822923486,0.0274358846171503,0.575676149366904,0.956593581734225,0.186627697756052,0.21292599494708,0.253874641729137,0.957905297590877,0.941346191081298,0.625891642964783,0.801380580190557,0.386960335503016,0.209462257060616,0.750747847587047,0.642602154155521,0.938780619681107
"465","PstI.TP1085601",1,2820903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1581","PstI.TP525202",1,2884119,0.564801155533975,0.59770348117563,0.364840288291335,0.639354607305537,0.0010401461272578,0.608180637828593,0.461292549717164,0.573591002198422,0.159302923396413,0.413796636094171,2.07857183368903,0.158789314064798,0.430866035083681,0.327597442272337,0.272394819946056,0.252520429207866,0.431677797064649,0.22942745769596,0.997607840816806,0.246501384098345,0.345706424398668,0.266937136763136,0.692942305376502,0.385658905070067,0.00834503507326318,0.693762283943967,0.370795081678125,0.470329866386558
"790","PstI.TP1268585",1,2988383,0.279076907175905,0.104078284073057,0.338766832246046,0.726456308858504,0.153622318594789,0.0795336893423219,0.392273764082029,0.351912357066159,0.677814613615902,0.568047604851233,0.421692198168001,0.641406164286181,0.105419665920931,1.19044618983845,0.52592412470371,0.786903932959776,0.458387923909509,0.187734327443542,0.702065579837562,0.832657332104555,0.405252997571746,0.444721005475695,0.209983604499289,0.270366198806349,0.378710897151143,0.228346224700399,0.78447721496073,0.0644991230927819
"1722","PstI.TP59735",1,3027630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2230","PstI.TP849876",1,3050119,1.1206316061693,0.478400600924202,0.930572625761233,0.731452277778573,0.595613804783981,0.553658648664026,1.05927503823763,0.491445486867675,1.04656500798172,0.126736561435626,1.81306861260897,0.102745866781104,0.649405342076134,1.56847774287055,0.0757475157050493,0.332352843707473,0.117334945038121,0.185587072961156,0.253738398954528,0.279473961697732,0.0872418691563946,0.322518412265235,0.0898328114995997,0.746901683902976,0.0153791165202891,0.789321864742279,0.224178860812941,0.0270098552740805
"979","PstI.TP209693",1,3305106,0,0,0,0,0,0,0,0,1.12833904353557,0,0,0,0,0,1,1,1,1,1,1,1,1,0.0744150805969099,1,1,1,1,1
"1765","PstI.TP626124",1,3342723,0.310713727115979,0.164827716889392,0.0142384522111901,0.2190839670438,0.269944578725268,0.247068562648417,0.0230764004905893,0.0392620725681945,0.109632367119425,0.129713976904735,0.0448164655882346,0.851335680351823,0.656266861383525,2.18287976751334,0.488974569366109,0.684183006473505,0.967746362927092,0.603831872472701,0.537100332552746,0.56614990314328,0.948251633498141,0.91356179136542,0.776904492660151,0.741798623482206,0.901952225333742,0.140819993406681,0.220664839480428,0.0065632694233482
"421","PstI.TP1059573",1,3357749,0.174251343896322,0.585783433638735,0.0237266645623934,0.556935752823407,0.796474484359917,0.769515300949274,0.325848656974724,0.264754855942706,0.28053951611795,0.178480811875103,0.289353414438013,0.559859971050682,0.0862687350651568,0.361191547160796,0.669497032087008,0.259547330461383,0.946832889765907,0.277373040497554,0.15978114008086,0.170014005369874,0.472227574550388,0.54355706388074,0.524155906299409,0.663008640263805,0.513625510074392,0.275511688854443,0.819844079830232,0.435319831943167
"172","NsiI.TP504485",1,3381640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"744","PstI.TP1244443",1,3397749,0.330685614014534,0.279614651121981,0.0783678492106277,0.320976120781814,0.14044904302607,0.361163211061303,0.306552054958837,0.217713035947847,0.82550237473404,0.174660987497051,0.0629103456943827,0.648546551351124,0.352089611525627,0.564141234907447,0.466997317567078,0.525273327816394,0.834895558694292,0.477555530816574,0.723687309534548,0.435348235869551,0.493682741409895,0.605740991450823,0.149450587034537,0.668865833941834,0.865146498302505,0.224622599361133,0.44453953253467,0.272809044880779
"672","PstI.TP1199997",1,3471828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2015","PstI.TP757375",1,3471897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1952","PstI.TP726521",1,3535515,0.0389285525881386,0.0408622594876927,0.155605443157142,0.136551735118565,0.0542605330022853,0.194248725183395,0.0690413624251073,0.0943882097935861,0.187991729608849,0.143634009900722,0.190228827248906,0.0988589119790965,0.155524641170357,0.859136903614894,0.914263638034214,0.910201905812596,0.698867036946876,0.730210821683708,0.882550300179025,0.639368557265329,0.853018868202234,0.80465884628425,0.648646785792584,0.718399448232938,0.645314127165015,0.796418038472683,0.698997075667071,0.138313030300291
"1317","PstI.TP374511",1,3576636,0.609316429948617,0.87931471911477,0.196483134859331,0.442710092916967,0.795181199795401,0.609701170367903,0.84035384835241,0.900397387901117,0.546719689840484,1.27101993752752,0.451438786951621,1.89383764731383,1.23015896440323,0.740698123618996,0.245857561628399,0.132033848097771,0.636087505811867,0.360819422504034,0.160257661143235,0.245639853463694,0.144426255529297,0.125777399741077,0.283975132046027,0.0535772060803393,0.353639862508478,0.0127691607025008,0.0588628160903896,0.181677805924038
"788","PstI.TP1267977",1,3576713,0.311497410419775,0.0659497076191364,0.396647274820449,0.143429451273026,0.161626869335194,0.394865284991659,0.364093221516311,0.195153064511732,0.334695601197185,0.202549931932042,0.0640525489755304,0.184735283799865,0.332328879989523,0.615320942751068,0.488093011605168,0.859113003167096,0.401192425702789,0.718737903879249,0.689244216610029,0.402841973614496,0.432421001699537,0.638038573651096,0.462705219776767,0.627263573762805,0.862874134984787,0.653528777695802,0.465233650669268,0.242481749753375
"582","PstI.TP1155202",1,3620639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2469","PstI.TP961085",1,3705536,0.338525921791812,0.00906181232974342,0.132803018145213,0.49139310686601,1.13727161699784,0.691483329737273,0.660337130699321,0.75813842287834,0.641179745930673,1.96095557757837,0.0502221060546222,0.426972927306515,0.215437436077037,0.191018785666042,0.45864226993978,0.979350586332523,0.736541092833475,0.322557313366849,0.0729001434661066,0.203477629862616,0.218606398459019,0.17452657948981,0.228465303478688,0.010940682688599,0.890795252813655,0.374133909998199,0.608923260170817,0.644141402193207
"995","PstI.TP21889",1,3705780,1.02048344736006,0.60739648593453,0.620971823883409,1.4586329718683,1.0624990970777,0.272316683026115,0.354028952731666,0.561848065999367,0.568597452574638,0.0622031957131723,0.170757827568729,0.00469332584572988,0.0900965499029864,0.142971440800792,0.0953930100108853,0.246946863247609,0.239347103475717,0.0347829993089693,0.0865966123749764,0.534174702701551,0.442558867692887,0.274253345467016,0.270024112554804,0.866556340483768,0.674904264680235,0.989251401360337,0.812649832347187,0.719496290514301
"414","PstI.TP1053336",1,3955998,0.389800743013098,0.0539156928981571,0.50306496895438,0.624247935619385,0.453077357956745,0.251904828009608,0.34010560052902,0.102943171659951,0.513825775339344,0.796013601711468,0.862154758270878,0.0262912923516208,0.00520548590854949,0.144187512964339,0.407567229272139,0.883251344304998,0.314003891976253,0.237548375272759,0.352308111177519,0.559880281116681,0.45697706021134,0.788963348366435,0.306319203912302,0.159950793268439,0.137355243050701,0.941258059039255,0.988085472592634,0.717484440033788
"2324","PstI.TP891020",1,4033768,0.936641277345995,1.25141129094847,0.875226649658042,0.604919023775824,0.475902575487794,0.807527130951585,0.845587904188188,0.730913571763167,0.469882079752545,0.0555793386676889,0.141712205429964,0.19118306040436,0.364130885386252,1.24088404583879,0.115706757318289,0.0560516896931633,0.133282567539963,0.248359614016752,0.334270017817253,0.155766072266328,0.14269609742235,0.18581742105186,0.338936172071781,0.879874358007494,0.721585494914484,0.643897797555368,0.432383501931884,0.0574269768508565
"321","PstI.TP1007615",1,4064445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1767","PstI.TP629254",1,4276045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"846","PstI.TP140451",1,4460094,0.486996300346721,0.175004501205804,0.347657395549771,0.313295442688338,0.235058299018785,0.483182491039638,0.766864930976887,0.533864800569213,1.35801574184222,0.929096796664746,0.216179896167336,0.162314015242365,0.829593313538453,0.371625188467009,0.325839476740601,0.66833699061454,0.449099534025941,0.486076424183905,0.582025082380756,0.328713476071776,0.171054722610512,0.292506283214739,0.0438514802671016,0.117734353493752,0.607883147973589,0.688154548463239,0.148049411862677,0.424986183862381
"1371","PstI.TP403850",1,4535788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"148","NsiI.TP468762",1,4620729,0.0216792985726759,0.0385612738994983,0.496704759358618,0.0632419313977372,0.400024285353315,0.141637154679234,0.169140265524591,0.184652694673498,0.102049362588685,0.192183995020396,0.0554634777827391,0.682432025997046,0.662219299022418,1.7644581329411,0.951307019715893,0.915037149075882,0.31863629283329,0.864486207332575,0.398084909384212,0.721710203412898,0.677422682831873,0.653653070095297,0.790588763340005,0.642415491215399,0.880109121803439,0.2077628882134,0.217661040524427,0.0172005315061077
"1163","PstI.TP307588",1,4762662,0.943607884845959,0.359465131461397,0.439859905163409,0.652811414037459,0.676960504528713,0.546120005196548,0.818711101512385,0.489436666555077,1.19136722056674,0.714950400210806,0.00715417814447373,0.0341612201241892,0.0384651954828753,0.0522913091164219,0.113865488888096,0.437053767737528,0.363195195484147,0.222427553976871,0.210396976961914,0.284367522834621,0.151805986534638,0.324013670112561,0.064362481415405,0.192774506401706,0.983661835654681,0.924354968364317,0.915239603975755,0.886561139228985
"2381","PstI.TP920636",1,4777048,0.330258979951738,0.458838331887487,0.00464431406408738,0.370993478662957,0.536458230068515,0.233255727053452,0.564309403904638,0.978213254993539,0.602715421521899,0.141757082534995,0.229764828248586,0.495336859428133,0.132217230120078,0.378019468583771,0.467456303035699,0.347665557455699,0.989363048437731,0.425604803939178,0.290764760011599,0.584445841629427,0.272703427277891,0.105144544761426,0.249622988612782,0.721510934918108,0.589162602290862,0.319641485672966,0.73753522948823,0.41877479183113
"2446","PstI.TP947391",1,4891496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1856","PstI.TP683907",1,4900973,0.797306045928517,0.44016552717416,0.669575664627321,0.590906555966605,0.560470145041153,1.36879216531585,1.17250671798552,1.30758150141051,0.980118070714061,1.012880612395,0.360817917181609,0.00440198591394326,0.709354987415046,0.100086373356901,0.159475493248181,0.362939697422192,0.214005204534264,0.256503587754756,0.275124872918565,0.0427767548350524,0.0672191911073737,0.0492513907579515,0.104684390614124,0.0970776797225637,0.435694505191554,0.989915248449298,0.195274265342251,0.794170272841509
"1367","PstI.TP402429",1,4990016,0.361831519925514,0.463225243348906,0.28309972658108,0.384922233971891,0.300839774031162,0.22672525249741,0.337863006549506,0.406879927233726,0.653055522514516,2.14773612039484,0.720585116130435,0.292095183221601,0.240962640998199,0.0182245234039386,0.434678820641568,0.344171382739552,0.521075043456676,0.412171317080016,0.500219048716378,0.593300545309218,0.459342884682092,0.391850199998874,0.222302566906834,0.00711645782025639,0.190289525804171,0.510393126147588,0.574165851139001,0.958904764695486
"527","PstI.TP1126882",1,5115206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1857","PstI.TP684655",1,5379329,0.206175513427244,0.0715050772504322,0.611279296557833,0.108392859027554,0.32660801262812,0.0931338538754169,0.0250900971922273,0.00619426229698715,0.174053326278264,0.552125629804005,0.797267841857966,0.227206412493931,0.000750946498745554,0.0740035975401297,0.622048842903273,0.848193466333282,0.244748874559256,0.779125001923871,0.471402615028131,0.806986270727121,0.943865045080225,0.98583841607692,0.669802360478271,0.280462221823292,0.159489522625101,0.592643584607627,0.998272375849989,0.843327771909759
"80","NsiI.TP367540",1,5460609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2463","PstI.TP9547",1,5534818,0.363469557053621,0.0791101806543793,0.381282883002551,0.0502253442595946,0.585600607811715,0.38475496930039,0.339217515060496,0.0991807263207324,0.385379772301723,0.242467924934746,0.527071557634469,0.66405034264375,0.683412222054866,0.505328843606467,0.43304242185425,0.833469706253256,0.415639790260721,0.890788610852997,0.259656615627773,0.412330091783987,0.457912485206727,0.795828107397041,0.411737314623014,0.572179211712018,0.297117643796478,0.216745284297932,0.207294499298437,0.312371322580352
"1509","PstI.TP476949",1,5536792,0.0944099750022453,0.10764783987544,0.328868015689626,0.260931279568894,0.137021038995608,1.10386063440618,0.14140396999735,0.159190383444473,0.214490337830693,0.576240498392874,0.220470653447244,0.727578600773174,0.444864447385158,0.23866146838022,0.804618520814853,0.780462714560865,0.468955878577262,0.548363728193451,0.729422173214235,0.0787298394113659,0.722097813570386,0.693121892734699,0.610252633374092,0.265313593327892,0.601906934143501,0.187249815832793,0.359033979357464,0.577216226888952
"1127","PstI.TP291849",1,5571398,0.213894004384878,0.0701032391536022,0.00217601728736757,0.0632188071415332,0.753707908100644,0.293598280840958,0.107843264049206,0.0639790968972733,0.166112039091934,0.259268263145544,0.186829102188223,0.124188849348833,0.351033403915701,0.392959459657169,0.611091152010614,0.850935732322458,0.995002066473422,0.864532238616856,0.17631614909923,0.508629703718211,0.780111600335781,0.863020084936128,0.682162687421281,0.550467568255583,0.650385571109204,0.751296128095509,0.445621971905672,0.404613659644273
"1841","PstI.TP677745",1,5751851,0.43647187477052,0.398347953493851,0.54969999917392,0.407714502957732,0.0210209458417951,0.688310487508882,0.423927114350478,0.4717016798015,0.113095773955302,0.431586133781778,0.1865346055954,0.846927335974679,0.417864060001717,0.385536689145967,0.366039644786609,0.399624445345863,0.282033047916614,0.391097911732099,0.952750212170031,0.204969627800784,0.37676702475875,0.337519073480138,0.770733482253612,0.370180780031054,0.650826749383634,0.14225667841179,0.382063843232968,0.411588574880348
"1972","PstI.TP739422",1,5776555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1901","PstI.TP705967",1,5858828,0.0683808671022709,0.207994350321399,0.238124834657537,0.14355348069679,0.340022352116158,0.0934375897901729,0.0203695624167987,0.108625864228939,0.176544689797292,1.06322662387237,0.342017985992839,0.0671140233548066,0.338983450234486,0.161806446684246,0.854317166125434,0.619449133354967,0.577929901957742,0.718532670049101,0.457064664965543,0.806422079767233,0.954180281783255,0.77870710233086,0.665970987985108,0.0864516678310946,0.454969217537766,0.856812860785301,0.458159345571559,0.688959278466802
"762","PstI.TP1252197",1,5912854,1.09739614849593,1.14413885444445,0.605797094581834,0.966399950714129,1.05329951736454,0.0267372903853081,0.441292224913855,0.724125505335613,0.302137706997075,0.780969346939296,1.26485867864967,0.399542229536039,0.858386601621563,0.118522019254978,0.0799105006345184,0.0717564831768394,0.247857979696955,0.108043849498469,0.0884505387713704,0.940291931725436,0.361999336967036,0.188744582350723,0.498726325206247,0.165588683395837,0.0543427136324372,0.398527018817645,0.138552191151426,0.761163546115894
"594","PstI.TP116123",1,5967108,0.730601767729587,0.533650201314151,0.46934180227172,0.754150634650167,0.270498543028168,0.00701998733323669,0.568144171313546,0.74179263115989,0.858306484326402,1.44944316917036,1.44316797587811,0.201329013047518,0.320474793441203,0.480828148125924,0.185950877559962,0.292650855951485,0.339358082871165,0.176136501258017,0.536415671005441,0.983965820117116,0.270306088890089,0.181220518577471,0.138577753186417,0.0355268605116272,0.0360439205831175,0.629029461824216,0.478107114798653,0.330500295309718
"2120","PstI.TP804275",1,5979740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1577","PstI.TP523933",1,6018181,2.5188210221298,0.962382654878284,2.08952286402145,1.3406016375298,1.69702595756128,0.503551439737869,1.38776767022675,1.43072921336014,1.56500119649841,0.331717981868452,1.05016041782375,0.306913518216894,2.58660064761685,0.213171400305824,0.00302816111184457,0.109047909690281,0.00813724020047497,0.0456455413869421,0.0200897273373718,0.313652360458261,0.0409479656004768,0.0370911916721249,0.0272269380693886,0.465888529697652,0.0890921792496791,0.493272020254115,0.00259059398239762,0.612108766882327
"1941","PstI.TP722242",1,6187691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"160","NsiI.TP488601",1,6409370,1.02314980688746,1.3905959840124,0.376841649967551,0.99883811694708,1.21897619761154,0.57976352116213,0.719427730525865,0.769407914798129,0.577511307387086,0.356087903975237,0.727549234635604,0.0980618881155404,0.714397763628402,0.536093016558048,0.0948091369308132,0.0406821611676561,0.419912062076798,0.100267891649861,0.0603981730911006,0.263170059608183,0.19079731969335,0.170056049208348,0.264538381802984,0.440465701413913,0.187262477724653,0.797880979010595,0.193019966704845,0.291009377168011
"340","PstI.TP1015835",1,6514843,0.353118338196814,0.229245715321604,0.577643742520311,0.319591350037315,0.186128864333132,0.429575676775608,0.158320173546014,0.152808906044775,0.0665405564045903,0.830653480247025,0.272923338505346,0.372763953852375,0.796511052372747,0.468003286226137,0.443487784243554,0.58986725039308,0.264457724930462,0.479080671889603,0.651435070854815,0.371898411393408,0.694512115839069,0.70338174687096,0.857944992155119,0.147688445642337,0.533429047867557,0.423873285509771,0.159767686921672,0.340405613904843
"1644","PstI.TP547229",1,6574881,0.768570938656465,1.2257867080486,0.559812394945445,0.527956088319942,1.41987484537718,0.0106760295791084,0.274163023693098,0.189582638540077,0.122355689491327,0.383245628184277,0.358371528929975,0.452734747595655,0.0135379667126524,0.269033245918587,0.170384098729087,0.0594584100768658,0.275541872270629,0.296513117990821,0.0380298974773144,0.975717221556536,0.53190855612071,0.646275007623031,0.754474056290911,0.413765591171025,0.43815570528146,0.35258615300849,0.969308527106833,0.538228578703726
"533","PstI.TP1129801",1,6608649,0.00500981418431104,0.0513131568696794,0.0672306532742687,0.247920521523192,0.0025412939323568,0.451977923402872,0.80633641409074,0.51444343273201,0.312868130915456,0.238595286273259,0.0278753100228172,0.111564662105755,0.0307728669583085,0.0180494416248889,0.988530755591958,0.888560172416807,0.856582794316134,0.565040371104188,0.994165541422361,0.353201123694333,0.156193726283163,0.305883863719696,0.486554920697366,0.577304195533641,0.937831228327314,0.773455510409884,0.9315949658755,0.959291416160513
"1086","PstI.TP272307",1,6679965,0.209883609319614,0.212382073961432,0.269147283954855,0.277000312598242,0.0707893825738591,0.20714805555412,0.108127049494353,0.103462736235141,0.149671648324923,0.154995288842421,0.271228008741388,0.28820832849403,0.533682427247325,0.243053658372292,0.6167602711252,0.613222280696706,0.538087267968766,0.528444871408853,0.849592397335437,0.620657409524404,0.779602010617191,0.788020043026108,0.70848123461611,0.699849587818297,0.535515432991781,0.514981551717862,0.292629141199336,0.571408033151797
"2210","PstI.TP841428",1,6731433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"548","PstI.TP1136661",1,6752030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1449","PstI.TP444825",1,6930877,0.349852478635524,0.259573983237558,0.0305109804988555,0.108100385986191,0.561100336451299,0.0205345452999298,0.203349377155378,0.319148525300345,0.366773687253327,0.0302385825140477,0.161129240651392,0.313979598963192,0.465999373277136,1.58945875583852,0.446835347627266,0.550080204880506,0.932156901823894,0.779649875749167,0.274725937160674,0.953817869819264,0.626109974931401,0.479569411618042,0.429760318398684,0.93274175224193,0.690034427595681,0.485311297184663,0.34197993601869,0.0257360116306871
"1683","PstI.TP572285",1,6947477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
