Sb10g002485,SORBIDRAFT_10g002485,
Sb10g002490,Sobic.010G027300,
Sb10g002500,Sobic.010G027400,
Sb10g002510,Sobic.010G027500,
Sb10g002520,Sobic.010G027600,
Sb10g002525,null,
Sb10g002530,Sobic.010G027800,
Sb10g002540,Sobic.010G028000,
Sb10g002550,Sobic.010G028100,
Sb10g002555,null,
Sb10g002560,Sobic.010G028200,
Sb10g002570,Sobic.010G028300,
Sb10g002580,Sobic.010G028400,
Sb10g002590,null,
Sb10g002600,null,
Sb10g002610,Sobic.010G028600,
Sb10g002620,Sobic.010G028700,
Sb10g002630,Sobic.010G028800,
Sb10g002640,Sobic.010G028900,
Sb10g002650,SORBIDRAFT_10g002650,
Sb10g002660,Sobic.010G029000,
Sb10g002670,Sobic.010G029100,
Sb10g002680,Sobic.010G029200,
Sb10g002690,Sobic.010G029300,
Sb10g002700,Sobic.010G029400,
Sb10g002710,Sobic.010G029500,
Sb10g002715,SORBIDRAFT_10g002715,
Sb10g002720,Sobic.010G029900,
Sb10g002725,SORBIDRAFT_10g002725,
Sb10g002730,SORBIDRAFT_10g002730,
Sb10g002735,Sobic.010G030000,
Sb10g002740,Sobic.010G030100,
Sb10g002750,Sobic.010G030200,
Sb10g002760,Sobic.010G030300,
Sb10g002770,Sobic.010G030600,
Sb10g002780,Sobic.010G030700,
Sb10g002790,Sobic.010G030800,
Sb10g002800,Sobic.010G030900,
Sb10g002810,Sobic.010G031000,
Sb10g002820,Sobic.010G031100,
Sb10g002830,Sobic.010G031200,
Sb10g002840,Sobic.010G031300,
Sb10g002850,Sobic.010G031400,
Sb10g002860,Sobic.010G031600,
Sb10g002870,Sobic.010G031700,
Sb10g002880,Sobic.010G031900,
Sb10g002890,Sobic.010G032000,
Sb10g002900,Sobic.010G032100,
Sb10g002910,Sobic.010G032300,
Sb10g002915,null,
Sb10g002920,Sobic.010G032400,
Sb10g002930,Sobic.010G032500,
Sb10g002940,Sobic.010G032600,
Sb10g002950,Sobic.010G032700,
Sb10g002953,SORBIDRAFT_10g002953,
Sb10g002956,Sobic.010G032800,
Sb10g002960,Sobic.010G032900,
Sb10g002970,Sobic.010G033000,
Sb10g002980,Sobic.010G033200,
Sb10g002990,Sobic.010G033300,
Sb10g003000,Sobic.010G033400,
Sb10g003010,null,
Sb10g003020,SORBIDRAFT_10g003020,
Sb10g003030,Sobic.010G033500,
Sb10g003040,Sobic.010G033600,
Sb10g003045,SORBIDRAFT_10g003045,
Sb10g003050,Sobic.010G033800,
Sb10g003060,Sobic.010G034000,
Sb10g003070,Sobic.010G034100,
Sb10g003080,Sobic.010G034200,
Sb10g003090,Sobic.010G034300,
Sb10g003100,0G034400,
Sb10g003110,Sobic.010G034500,
Sb10g003120,null,
Sb10g003130,Sobic.010G034600,
Sb10g003140,null,
Sb10g003150,Sobic.010G034800,
Sb10g003160,Sobic.010G035100,
Sb10g003170,Sobic.010G035200,
Sb10g003180,null,
Sb10g003190,Sobic.010G035400,
Sb10g003200,Sobic.010G035500,
Sb10g003210,null,
Sb10g003220,Sobic.010G035900,
Sb10g003230,Sobic.010G036000,
Sb10g003240,Sobic.010G036100,
Sb10g003245,Sobic.010G036200,
Sb10g003250,null,
Sb10g003260,SORBIDRAFT_10g003260,
Sb10g003270,Sobic.010G036500,
Sb10g003275,Sobic.010G036700,
Sb10g003280,Sobic.010G036800,
Sb10g003285,null,
Sb10g003290,SORBIDRAFT_10g003290,
Sb10g003300,Sobic.010G037200,
Sb10g003310,Sobic.010G037300,
Sb10g003320,Sobic.010G037400,
Sb10g003330,Sobic.010G037500,
Sb10g003340,Sobic.010G037600,
Sb10g003350,Sobic.010G037700,
Sb10g003355,Sobic.010G037800,
Sb10g003360,Sobic.010G037900,
Sb10g003370,Sobic.010G038000,
Sb10g003380,null,
Sb10g003390,Sobic.010G038200,
Sb10g003395,SORBIDRAFT_10g003395,
Sb10g003400,Sobic.010G038300,
Sb10g003410,0G038400,
Sb10g003415,null,
Sb10g003420,Sobic.010G038500,
Sb10g003430,Sobic.010G038600,
Sb10g003440,Sobic.010G038700,
Sb10g003450,Sobic.010G038800,
Sb10g003460,Sobic.010G038900,
Sb10g003470,Sobic.010G039000,
Sb10g003480,null,
Sb10g003500,Sobic.010G039500,
Sb10g003510,null,
Sb10g003515,null,
Sb10g003520,Sobic.010G039700,
Sb10g003530,Sobic.010G039800,
Sb10g003540,null,
Sb10g003545,Sobic.010G040000,
Sb10g003550,Sobic.010G040100,
Sb10g003560,Sobic.010G040200,
Sb10g003570,Sobic.010G040300,
Sb10g003580,Sobic.010G040400,
Sb10g003590,Sobic.010G040600,
Sb10g003600,null,
Sb10g003610,Sobic.010G040900,
Sb10g003620,Sobic.010G041000,
Sb10g003630,Sobic.010G041100,
Sb10g003640,null,
Sb10g003650,Sobic.010G041400,
Sb10g003660,Sobic.010G041500,
Sb10g003670,Sobic.010G041600,
Sb10g003680,Sobic.010G041700,
Sb10g003690,Sobic.010G041800,
Sb10g003700,Sobic.010G041900,
Sb10g003705,Sobic.010G042000,
Sb10g003710,Sobic.010G042100,
Sb10g003720,Sobic.010G042200,
Sb10g003730,Sobic.010G042300,
Sb10g003740,Sobic.010G042400,
Sb10g003745,null,
Sb10g003750,Sobic.010G042600,
Sb10g003760,Sobic.010G042700,
Sb10g003770,Sobic.010G042800,
Sb10g003780,Sobic.010G042900,
Sb10g003790,Sobic.010G043000,
Sb10g003800,Sobic.010G043100,
Sb10g003810,Sobic.010G043200,
Sb10g003813,SORBIDRAFT_10g003813,
Sb10g003816,SORBIDRAFT_10g003816,
Sb10g003820,Sobic.010G043400,
Sb10g003830,Sobic.010G043500,
Sb10g003840,Sobic.010G043600,
Sb10g003850,Sobic.010G043700,
Sb10g003860,Sobic.010G043800,
Sb10g003865,SORBIDRAFT_10g003865,
Sb10g003870,Sobic.010G044200,
Sb10g003875,SORBIDRAFT_10g003875,
Sb10g003880,Sobic.010G044400,
Sb10g003890,Sobic.010G044500,
Sb10g003900,Sobic.010G044600,
Sb10g003910,null,
Sb10g003920,Sobic.010G044800,
Sb10g003930,Sobic.010G044900,
Sb10g003940,Sobic.010G045100,
Sb10g003950,Sobic.010G045200,
Sb10g003960,Sobic.010G045300,
Sb10g003970,Sobic.010G045400,
Sb10g003980,null,
Sb10g003990,Sobic.010G045600,
Sb10g004000,Sobic.010G045700,
Sb10g004010,Sobic.010G045800,
Sb10g004013,Sobic.010G046000,
Sb10g004016,Sobic.010G046100,
Sb10g004020,Sobic.010G046200,
Sb10g004025,null,
Sb10g004030,Sobic.010G046300,
Sb10g004040,Sobic.010G046400,
Sb10g004045,SORBIDRAFT_10g004045,
Sb10g004050,Sobic.010G046500,
Sb10g004060,null,
Sb10g004070,Sobic.010G046700,
Sb10g004080,null,
Sb10g004090,Sobic.010G047000,
Sb10g004100,Sobic.010G047100,
Sb10g004110,Sobic.010G047200,
Sb10g004120,Sobic.010G047300,
Sb10g004130,Sobic.010G047400,
Sb10g004140,SORBIDRAFT_10g004140,
Sb10g004150,Sobic.010G047600,
Sb10g004160,null,
Sb10g004170,Sobic.010G047800,
Sb10g004180,SORBIDRAFT_10g004180,
Sb10g004190,Sobic.010G047900,
Sb10g004200,Sobic.010G048000,
Sb10g004210,Sobic.010G048100,
Sb10g004220,Sobic.010G048400,
Sb10g004225,SORBIDRAFT_10g004225,
Sb10g004230,Sobic.010G048500,
Sb10g004240,Sobic.010G048600,
Sb10g004250,Sobic.010G048800,
Sb10g004255,SORBIDRAFT_10g004255,
Sb10g004260,Sobic.010G049100,
Sb10g004270,Sobic.010G049300,
Sb10g004280,Sobic.010G049400,
Sb10g004290,Sobic.010G049500,
Sb10g004300,Sobic.010G049600,
Sb10g004305,Sobic.010G049700,
Sb10g004310,Sobic.010G049800,
Sb10g004320,Sobic.010G050000,
Sb10g004330,Sobic.010G050100,
Sb10g004340,Sobic.010G050200,
Sb10g004345,SORBIDRAFT_10g004345,
Sb10g004350,SORBIDRAFT_10g004350,
Sb10g004360,Sobic.010G050300,
Sb10g004370,null,
Sb10g004380,Sobic.010G050400,
Sb10g004390,Sobic.010G050500,
Sb10g004400,Sobic.010G050700,
Sb10g004402,SORBIDRAFT_10g004402,
Sb10g004405,null,
Sb10g004407,null,
Sb10g004410,Sobic.010G050800,
Sb10g004420,Sobic.010G050900,
Sb10g004430,Sobic.010G051000,
Sb10g004440,Sobic.010G051100,
Sb10g004450,Sobic.010G051200,
Sb10g004460,Sobic.010G051300,
Sb10g004465,null,
Sb10g004470,Sobic.010G051400,
Sb10g004480,null,
Sb10g004483,SORBIDRAFT_10g004483,
Sb10g004486,SORBIDRAFT_10g004486,
Sb10g004490,Sobic.010G051500,
Sb10g004493,Sobic.010G051700,
Sb10g004496,SORBIDRAFT_10g004496,
Sb10g004500,Sobic.010G051800,
Sb10g004505,SORBIDRAFT_10g004505,
Sb10g004510,Sobic.010G052000,
Sb10g004520,null,
Sb10g004530,Sobic.010G052100,
Sb10g004535,null,
Sb10g004540,Sobic.010G052200,
Sb10g004550,Sobic.010G052300,
Sb10g004560,Sobic.010G052400,
Sb10g004570,Sobic.010G052500,
Sb10g004580,Sobic.010G052600,
Sb10g004590,Sobic.010G052700,
Sb10g004600,Sobic.010G052800,
Sb10g004602,null,
Sb10g004604,SORBIDRAFT_10g004604,
Sb10g004606,SORBIDRAFT_10g004606,
Sb10g004608,SORBIDRAFT_10g004608,
Sb10g004610,SORBIDRAFT_10g004610,
Sb10g004620,SORBIDRAFT_10g004620,
Sb10g004625,SORBIDRAFT_10g004625,
Sb10g004630,Sobic.010G053000,
Sb10g004640,Sobic.010G053100,
Sb10g004650,Sobic.010G053200,
Sb10g004655,SORBIDRAFT_10g004655,
Sb10g004660,Sobic.010G053300,
Sb10g004670,null,
Sb10g004680,Sobic.010G053600,
Sb10g004682,null,
Sb10g004685,null,
Sb10g004687,null,
Sb10g004690,Sobic.010G053700,
Sb10g004700,null,
Sb10g004710,Sobic.010G053900,
Sb10g004720,Sobic.010G054000,
Sb10g004730,Sobic.010G054100,
Sb10g004740,null,
Sb10g004750,Sobic.010G054300,
Sb10g004760,Sobic.010G054400,
Sb10g004770,Sobic.010G054500,
Sb10g004780,Sobic.010G054600,
Sb10g004790,Sobic.010G054800,
Sb10g004793,Sobic.010G054900,
Sb10g004796,SORBIDRAFT_10g004796,
Sb10g004800,Sobic.010G055000,
Sb10g004810,Sobic.010G055100,
Sb10g004820,Sobic.010G055300,
Sb10g004830,Sobic.010G055400,
Sb10g004840,Sobic.010G055500,
Sb10g004850,Sobic.010G055600,
Sb10g004860,Sobic.010G055700,
Sb10g004870,Sobic.010G055800,
Sb10g004880,Sobic.010G056000,
Sb10g004890,Sobic.010G056100,
Sb10g004900,Sobic.010G056200,
Sb10g004910,Sobic.010G056300,
Sb10g004920,null,
Sb10g004925,null,
Sb10g004930,Sobic.010G057000,
Sb10g004940,Sobic.010G057100,
sbinullMIR396b,null,
Sb10g004950,Sobic.010G057300,
Sb10g004960,Sobic.010G057400,
Sb10g004965,SORBIDRAFT_10g004965,
Sb10g004970,null,
Sb10g004975,null,
Sb10g004980,null,
Sb10g004990,Sobic.010G057600,
Sb10g004995,null,
Sb10g005000,0G057800,
Sb10g005010,Sobic.010G057900,
Sb10g005020,Sobic.010G058000,
Sb10g005025,SORBIDRAFT_10g005025,
Sb10g005030,SORBIDRAFT_10g005030,
Sb10g005040,Sobic.010G058200,
Sb10g005050,null,
Sb10g005060,Sobic.010G058500,
Sb10g005063,SORBIDRAFT_10g005063,
Sb10g005066,Sobic.010G058600,
Sb10g005070,Sobic.010G058700,
Sb10g005075,Sobic.010G058800,
Sb10g005080,Sobic.010G058900,
Sb10g005090,Sobic.010G059000,
Sb10g005100,Sobic.010G059200,
Sb10g005110,Sobic.010G059300,
Sb10g005120,null,
Sb10g005125,null,
Sb10g005130,Sobic.010G059500,
Sb10g005140,Sobic.010G059600,
Sb10g005150,null,
Sb10g005160,Sobic.010G059700,
Sb10g005170,Sobic.010G059800,
Sb10g005180,Sobic.010G059900,
Sb10g005185,null,
Sb10g005190,Sobic.010G060000,
Sb10g005200,Sobic.010G060100,
Sb10g005210,Sobic.010G060200,
Sb10g005220,Sobic.010G060300,
Sb10g005230,Sobic.010G060400,
Sb10g005240,SORBIDRAFT_10g005240,
Sb10g005250,Sobic.010G060600,
Sb10g005260,Sobic.010G060700,
Sb10g005270,Sobic.010G060800,
Sb10g005275,SORBIDRAFT_10g005275,
Sb10g005280,Sobic.010G060900,
Sb10g005285,0G061000,
Sb10g005290,null,
Sb10g005300,Sobic.010G061200,
Sb10g005310,0G061300,
Sb10g005320,Sobic.010G061500,
Sb10g005330,Sobic.010G061700,
Sb10g005340,Sobic.010G061800,
Sb10g005350,SORBIDRAFT_10g005350,
Sb10g005360,Sobic.010G061900,
Sb10g005365,null,
Sb10g005370,Sobic.010G062000,
Sb10g005375,Sobic.010G062100,
Sb10g005380,0G062200,
Sb10g005390,Sobic.010G062300,
Sb10g005400,SORBIDRAFT_10g005400,
Sb10g005410,Sobic.010G062400,
Sb10g005420,Sobic.010G062500,
Sb10g005430,Sobic.010G062800,
Sb10g005440,Sobic.010G062900,
Sb10g005450,Sobic.010G063200,
Sb10g005460,Sobic.010G063300,
Sb10g005470,SORBIDRAFT_10g005470,
Sb10g005480,Sobic.010G063500,
Sb10g005490,Sobic.010G063600,
Sb10g005500,Sobic.010G063700,
Sb10g005510,Sobic.010G063800,
Sb10g005520,Sobic.010G063900,
Sb10g005530,Sobic.010G064000,
Sb10g005540,Sobic.010G064100,
Sb10g005550,null,
Sb10g005555,SORBIDRAFT_10g005555,
Sb10g005560,Sobic.010G064500,
Sb10g005570,Sobic.010G064600,
Sb10g005580,Sobic.010G064700,
Sb10g005590,Sobic.010G064800,
Sb10g005600,Sobic.010G065000,
Sb10g005610,Sobic.010G065100,
Sb10g005620,Sobic.010G065200,
Sb10g005630,Sobic.010G065300,
Sb10g005635,null,
Sb10g005640,Sobic.010G065400,
Sb10g005650,Sobic.010G065500,
Sb10g005660,Sobic.010G065600,
Sb10g005670,Sobic.010G065700,
Sb10g005680,Sobic.010G065800,
Sb10g005690,Sobic.010G065900,
Sb10g005700,Sobic.010G066000,
Sb10g005710,Sobic.010G066100,
Sb10g005720,Sobic.010G066200,
Sb10g005730,Sobic.010G066300,
Sb10g005740,Sobic.010G066400,
Sb10g005750,Sobic.010G066500,
Sb10g005760,null,
Sb10g005770,Sobic.010G066700,
Sb10g005780,Sobic.010G066800,
Sb10g005790,null,
Sb10g005800,Sobic.010G066900,
Sb10g005810,Sobic.010G067000,
Sb10g005820,Sobic.010G067100,
Sb10g005830,null,
Sb10g005840,Sobic.010G067200,
Sb10g005850,Sobic.010G067300,
Sb10g005860,Sobic.010G067400,
Sb10g005870,Sobic.010G067500,
Sb10g005880,Sobic.010G067600,
Sb10g005890,Sobic.010G067700,
Sb10g005900,Sobic.010G067800,
Sb10g005910,Sobic.010G067900,
Sb10g005915,null,
Sb10g005920,null,
Sb10g005930,Sobic.010G068100,
Sb10g005940,Sobic.010G068200,
Sb10g005950,Sobic.010G068300,
Sb10g005960,Sobic.010G068400,
Sb10g005970,Sobic.010G068500,
Sb10g005980,Sobic.010G068600,
Sb10g005990,Sobic.010G068700,
Sb10g006000,null,
Sb10g006010,Sobic.010G068900,
Sb10g006020,Sobic.010G069100,
Sb10g006030,Sobic.010G069200,
Sb10g006040,null,
Sb10g006050,Sobic.010G069300,
Sb10g006060,Sobic.010G069400,
Sb10g006070,Sobic.010G069500,
Sb10g006080,null,
Sb10g006090,Sobic.010G069700,
Sb10g006100,Sobic.010G069800,
Sb10g006110,Sobic.010G069900,
Sb10g006120,Sobic.010G070000,
Sb10g006130,Sobic.010G070100,
Sb10g006140,Sobic.010G070200,
Sb10g006150,null,
Sb10g006160,Sobic.010G070500,
Sb10g006170,Sobic.010G070600,
Sb10g006180,Sobic.010G070800,
Sb10g006190,Sobic.010G070900,
Sb10g006200,Sobic.010G071000,
Sb10g006210,Sobic.010G071100,
Sb10g006220,Sobic.010G071200,
Sb10g006230,Sobic.010G071300,
Sb10g006240,Sobic.010G071400,
Sb10g006250,Sobic.010G071600,
Sb10g006260,Sobic.010G071700,
Sb10g006270,Sobic.010G071800,
Sb10g006280,Sobic.010G071900,
Sb10g006290,Sobic.010G072000,
Sb10g006300,Sobic.010G072100,
Sb10g006310,Sobic.010G072200,
Sb10g006320,null,
Sb10g006330,Sobic.010G072300,
Sb10g006340,Sobic.010G072400,
Sb10g006350,Sobic.010G072700,
Sb10g006360,null,
Sb10g006370,Sobic.010G072800,
Sb10g006380,Sobic.010G072900,
Sb10g006390,Sobic.010G073000,
Sb10g006400,null,
Sb10g006410,Sobic.010G073200,
Sb10g006420,Sobic.010G073300,
Sb10g006425,SORBIDRAFT_10g006425,
Sb10g006430,Sobic.010G073500,
Sb10g006440,Sobic.010G073600,
Sb10g006450,Sobic.010G073700,
Sb10g006460,Sobic.010G073800,
Sb10g006470,Sobic.010G073900,
Sb10g006480,Sobic.010G074000,
Sb10g006490,Sobic.010G074100,
Sb10g006500,Sobic.010G074300,
Sb10g006510,Sobic.010G074400,
Sb10g006520,Sobic.010G074500,
Sb10g006530,Sobic.010G074600,
Sb10g006540,null,
Sb10g006550,Sobic.010G074800,
Sb10g006560,Sobic.010G074900,
Sb10g006563,SORBIDRAFT_10g006563,
Sb10g006566,Sobic.010G075000,
Sb10g006570,Sobic.010G075100,
Sb10g006580,Sobic.010G075500,
Sb10g006590,Sobic.010G075600,
Sb10g006593,0G075800,
Sb10g006596,0G076000,
Sb10g006600,SORBIDRAFT_10g006600,
Sb10g006610,SORBIDRAFT_10g006610,
Sb10g006615,SORBIDRAFT_10g006615,
Sb10g006620,Sobic.010G076400,
Sb10g006625,Sobic.010G076500,
Sb10g006630,Sobic.010G076600,
Sb10g006640,Sobic.010G076700,
Sb10g006650,Sobic.010G076800,
Sb10g006660,Sobic.010G076900,
Sb10g006670,Sobic.010G077000,
Sb10g006680,Sobic.010G077100,
Sb10g006690,Sobic.010G077200,
Sb10g006700,null,
