references,gene ID,,,,,,,,,,
"Zhang et al., 2017",Sobic.001g538000,GRMZM2G388684, downregulated ,xyloglucosyl transferase ,"genes related to cell wall growth, a marker for plant growth, were downregulated ",,,,,,
"Sandeep R. Marla et al., 2017",Sobic.003G385500,, highly expressed ,SbLOX1,,,,,,,
"Sandeep R. Marla et al., 2017",Sobic.006G248300,, highly expressed ,SbLOX5,,,,,,,
"Sandeep R. Marla et al., 2017",Sobic.003G242000,,,,,,,,,,
"Sandeep R. Marla et al., 2017",Sobic.002G374600,,,FAB1/KASII,"β-ketoacyl-ACP synthase 2,",,,,,,
"Sandeep R. Marla et al., 2017",Sobic.003G242000,,,LACS4 (long-chain acyl-CoA synthetase4,,,,,,,
"Sandeep R. Marla et al., 2017",Sobic.010G033300,,,FATB (fatty acyl-ACP thioesterase B,,,,,,,
"Sandeep R. Marla et al., 2017",Sobic.010G001900,,,ACX1 (acyl-CoA oxidase1,,,,,,,
"Sandeep R. Marla et al., 2017",Sobic.004G334000,,,MGD2 (MGDG synthase,glycolipid biosynthesis genes,,,,,,
"Sandeep R. Marla et al., 2017",Sobic.005G045000,,,"DGD1 (digalactosyldiacylglycerol synthase1,",glycolipid biosynthesis genes,,,,,,
"Sandeep R. Marla et al., 2017",Sobic.003G076900,,,SQD2(sulfoquinovosyldiacylglycerol,glycolipid biosynthesis genes,,,,,,
"Sandeep R. Marla et al., 2017",Sobic.009G225100,,,phosphatidylserine synthase,Phospholipid metabolism genes,,,,,,
"Sandeep R. Marla et al., 2017",Sobic.003G277700,,,"phospholipase Dδ, and choline kinase",,,,,,,
"Sandeep R. Marla et al., 2017",Sobic.008G183400,,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.001G010600,Sb01g001040,related to GO:0009409,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.001G015200,Sb01g001480,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",null,Sb01g002040,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.001G022600,Sb01g002150,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.001G065800,Sb01g005990,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.001G065900,Sb01g006000,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.001G077000,Sb01g006960,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.001G088100,Sb01g007950,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.001G097100,Sb01g008690,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.001G122800,Sb01g010800,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.001G156000,Sb01g013590,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.001G178100,Sb01g015510,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.001G191000,Sb01g016780,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.001G205200,Sb01g018130,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.001G221900,Sb01g019520,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.001G252000,Sb01g022260,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.001G263100,Sb01g024860,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.001G264500,Sb01g025820,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.001G283400,Sb01g027880,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.001G283600,Sb01g027900,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.001G290000,Sb01g028410,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.001G293800,Sb01g028700,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.001G294300,Sb01g028750,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.001G314400,Sb01g030570,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.001G315700,Sb01g030680,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.001G329800,Sb01g031870,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.001G344500,Sb01g033060,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.001G354700,Sb01g033910,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.001G357200,Sb01g034120,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",null,Sb01g034350,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.001G382000,Sb01g036230,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.001G391300,Sb01g037090,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.001G394400,Sb01g037340,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.001G406700,Sb01g038450,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.001G407600,Sb01g038500,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.001G410100,Sb01g038750,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.001G424400,Sb01g039890,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.001G425400,Sb01g039980,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.001G429300,Sb01g040360,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.001G438100,Sb01g041190,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.001G453200,Sb01g042600,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.001G470000,Sb01g044050,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.001G482300,Sb01g045150,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.001G491000,Sb01g045920,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.001G498400,Sb01g046570,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.001G519800,Sb01g048470,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.001G523200,Sb01g048750,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.001G526800,Sb01g049020,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.001G530600,Sb01g049350,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.002G009800,Sb02g001060,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.002G031700,Sb02g002790,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.002G035700,Sb02g003090,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.002G052100,Sb02g004390,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.002G092400,Sb02g007640,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.002G172000,Sb02g022090,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.002G173200,Sb02g022210,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.002G197100,Sb02g024340,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.002G214600,Sb02g025700,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.002G221800,Sb02g026270,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.002G279500,Sb02g031220,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.002G282500,Sb02g031540,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.002G356400,Sb02g037780,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.002G361100,Sb02g038130,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.002G386400,Sb02g040260,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.002G394600,Sb02g040990,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.002G419000,Sb02g043070,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.002G423600,Sb02g043450,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.002G429800,Sb02g043950,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.002G430100,Sb02g043980,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.003G013700,Sb03g001360,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.003G040900,Sb03g003650,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.003G051600,Sb03g004490,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.003G105900,Sb03g008890,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.003G135400,Sb03g011510,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.003G137400,Sb03g011700,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.003G140000,Sb03g011930,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.003G151600,Sb03g013170,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.003G182400,Sb03g024040,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.003G198200,Sb03g026070,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.003G222500,Sb03g028080,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.003G222600,Sb03g028090,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.003G222700,Sb03g028100,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.003G238500,Sb03g029570,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.003G244200,Sb03g030060,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.003G244600,Sb03g030100,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.003G291500,Sb03g034200,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.003G326700,Sb03g037270,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.003G327700,Sb03g037370,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.003G330500,Sb03g037640,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.003G336000,Sb03g038020,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.003G344200,Sb03g038800,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.003G354000,Sb03g039630,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.003G356800,Sb03g039910,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.003G364300,Sb03g040600,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.003G397900,Sb03g043460,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.003G407300,Sb03g044230,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.003G421500,Sb03g045450,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.003G421700,Sb03g045460,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.003G421900,Sb03g045480,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.003G422000,Sb03g045490,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.003G422100,Sb03g045510,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.003G423500,Sb03g045630,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.003G444700,Sb03g047420,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.004G002200,Sb04g000370,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.004G020800,Sb04g001913,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.004G021000,Sb04g001920,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.004G049800,Sb04g004250,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.004G086800,Sb04g007190,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.004G116100,Sb04g009660,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.004G121400,Sb04g010130,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.004G168500,Sb04g021990,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.004G213100,Sb04g025860,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.004G228200,Sb04g027260,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.004G235200,Sb04g027810,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.004G237200,Sb04g027950,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.004G272100,Sb04g030950,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.004G283200,Sb04g031950,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.004G319800,Sb04g035040,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.004G331700,Sb04g036060,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.004G334000,Sb04g036240,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.004G341300,Sb04g036880,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.005G002700,Sb05g000390,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.005G002800,Sb05g000400,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.005G004500,Sb05g000530,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.005G029100,Sb05g002450,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.005G042000,Sb05g003480,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.005G121200,Sb05g017940,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.005G121300,Sb05g017950,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.005G131900,Sb05g019530,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.005G231500,Sb05g027870,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.005G231600,Sb05g027880,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.006G082600,Sb06g016930,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.006G102000,Sb06g018550,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.006G105900,Sb06g018880,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.006G137100,Sb06g021660,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.006G143600,Sb06g022280,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.006G157600,Sb06g023440,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.006G184800,Sb06g025900,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.006G200800,Sb06g027270,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.006G213400,Sb06g028370,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.006G228000,Sb06g029650,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.006G233500,Sb06g030100,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.006G270900,Sb06g033230,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.007G002200,Sb07g000400,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.007G010800,Sb07g001060,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",null,Sb07g001680,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.007G029400,Sb07g002560,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.007G032400,Sb07g002810,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.007G032500,Sb07g002820,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.007G038600,Sb07g003280,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.007G046100,Sb07g003810,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.007G052700,Sb07g004260,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.007G061100,Sb07g004900,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.007G075200,Sb07g006010,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.007G116700,Sb07g019260,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",null,Sb07g021320,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.007G140200,Sb07g021580,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.007G141200,Sb07g021680,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.007G153600,Sb07g022730,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.008G002800,Sb08g000430,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.008G003200,Sb08g000460,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.008G003600,Sb08g000470,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.008G004800,Sb08g000550,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.008G055800,Sb08g004720,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.008G062300,Sb08g005190,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.008G062400,Sb08g005200,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.008G066100,Sb08g005500,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.008G088200,Sb08g009580,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",8G112800,Sb08g016670,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.008G146700,Sb08g019670,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.008G151600,Sb08g020080,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.008G165900,Sb08g021180,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.008G185900,Sb08g022740,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.009G013400,Sb09g001310,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.009G027800,Sb09g002320,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.009G033600,Sb09g002840,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.009G036000,Sb09g003050,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.009G036100,Sb09g003060,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.009G052600,Sb09g004470,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.009G061200,Sb09g005140,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.009G072700,Sb09g006110,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.009G085200,Sb09g007910,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.009G119200,Sb09g018730,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.009G119400,Sb09g018750,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.009G159400,Sb09g022230,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.009G161800,Sb09g022410,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.009G183400,Sb09g024320,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.009G183700,Sb09g024340,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.009G189400,Sb09g024840,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.009G201400,Sb09g025890,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.009G229400,Sb09g028230,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.009G234500,Sb09g028710,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.009G236100,Sb09g028860,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.009G240700,Sb09g029240,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.009G255900,Sb09g030600,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.010G008600,Sb10g000980,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.010G011200,Sb10g001120,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.010G012800,Sb10g001270,,,,,,,,,
"Adugna Abdi Woldesemayat et al., 2018.Cross",Sobic.010G021800,Sb10g002070,,,,,,,,,
