"Trait ID","Trait name","Method","RS#","Chromosome","Marker position (bp)","SNP effect","'-log10(P)'","Genotype for code 1"
"1","Trait1","mrMLM","PstI.TP140451","1","4460094","-1.9183e-05","0.0053","G"
"1","Trait1","mrMLM","NsiI.TP39399","1","4465777","-2.6687e-05","0.0074","C"
"1","Trait1","mrMLM","PstI.TP403850","1","4535788","-4.7308e-06","0.0013","A"
"1","Trait1","mrMLM","PstI.TP1250346","1","4555696","8.3503e-06","0.0023","A"
"1","Trait1","mrMLM","NsiI.TP468762","1","4620729","-1.9502e-05","0.0054","A"
"1","Trait1","mrMLM","PstI.TP1009631","1","4625223","-1.1096e-05","0.0031","A"
"1","Trait1","mrMLM","PstI.TP982823","1","4677828","-5.5025e-05","0.0155","C"
"1","Trait1","mrMLM","PstI.TP307588","1","4762662","-1.0807e-06","3e-04","A"
"1","Trait1","mrMLM","PstI.TP920636","1","4777048","-0.0696","1.1797","A"
"1","Trait1","mrMLM","PstI.TP1168479","1","4789991","-2.7272e-05","0.0076","C"
"1","Trait1","mrMLM","PstI.TP947391","1","4891496","0.059","0.7556","C"
"1","Trait1","mrMLM","PstI.TP683907","1","4900973","-2.6763e-05","0.0074","A"
"1","Trait1","mrMLM","PstI.TP402429","1","4990016","0.0689","1.0251","C"
"1","Trait1","mrMLM","PstI.TP748688","1","5063937","-3.4124e-09","9.41e-07","C"
"1","Trait1","mrMLM","PstI.TP1126882","1","5115206","-0.0633","0.6734","A"
"1","Trait1","mrMLM","PstI.TP684655","1","5379329","-7.4439e-06","0.0021","A"
"1","Trait1","mrMLM","PstI.TP213596","1","5408780","6.8994e-06","0.0019","A"
"1","Trait1","mrMLM","NsiI.TP556033","1","5459542","5.4546e-06","0.0015","C"
"1","Trait1","mrMLM","NsiI.TP367540","1","5460609","-0.0408","0.3833","C"
"1","Trait1","mrMLM","PstI.TP928135","1","5502147","-0.119","1.9392","A"
"1","Trait1","mrMLM","PstI.TP9547","1","5534818","-5.6686e-05","0.0159","C"
"1","Trait1","mrMLM","PstI.TP476949","1","5536792","-0.0359","1.0908","A"
"1","Trait1","mrMLM","PstI.TP137261","1","5540981","-2.511e-05","0.007","A"
"1","Trait1","mrMLM","PstI.TP291849","1","5571398","-0.0057","0.1753","G"
"1","Trait1","mrMLM","NsiI.TP83219","1","5636529","-0.0119","0.2921","A"
"1","Trait1","mrMLM","PstI.TP584919","1","5663458","-0.0351","0.5985","G"
"1","Trait1","mrMLM","NsiI.TP522455","1","5717942","-1.5875e-05","0.0044","C"
"1","Trait1","mrMLM","PstI.TP677745","1","5751851","0.0386","0.9499","C"
"1","Trait1","mrMLM","PstI.TP174008","1","5805470","1.1378e-05","0.0031","C"
"1","Trait1","mrMLM","PstI.TP705967","1","5858828","4.6445e-06","0.0013","C"
"1","Trait1","mrMLM","NsiI.TP530878","1","5870812","-0.0218","0.2247","A"
"1","Trait1","mrMLM","PstI.TP1252197","1","5912854","0.0746","1.3223","C"
"1","Trait1","mrMLM","PstI.TP116123","1","5967108","2.5257e-05","0.007","A"
"1","Trait1","mrMLM","PstI.TP804275","1","5979740","-0.0486","0.5354","A"
"1","Trait1","mrMLM","PstI.TP523933","1","6018181","-0.0116","0.3198","C"
"1","Trait1","mrMLM","PstI.TP722242","1","6187691","0.025","0.2659","A"
"1","Trait1","mrMLM","NsiI.TP488601","1","6409370","-0.0211","0.5431","C"
"1","Trait1","mrMLM","PstI.TP1015835","1","6514843","-0.0161","0.3231","A"
"1","Trait1","mrMLM","PstI.TP547229","1","6574881","-0.0297","0.4133","C"
"1","Trait1","mrMLM","PstI.TP1129801","1","6608649","0.0312","0.6562","C"
"1","Trait1","mrMLM","PstI.TP272307","1","6679965","-6.0485e-06","0.0017","A"
"1","Trait1","mrMLM","PstI.TP841428","1","6731433","-0.0509","0.5016","A"
"1","Trait1","mrMLM","PstI.TP1245357","1","6748280","1.0396e-05","0.0029","A"
"1","Trait1","mrMLM","PstI.TP1136661","1","6752030","-0.0261","0.2889","G"
"1","Trait1","mrMLM","PstI.TP444825","1","6930877","6.4517e-06","0.0018","C"
"1","Trait1","mrMLM","NsiI.TP350497","1","6933742","-0.1404","1.7315","C"
"1","Trait1","mrMLM","PstI.TP572285","1","6947477","0.0351","0.3342","G"
"1","Trait1","mrMLM","NsiI.TP800074","1","6979429","2.0015e-05","0.0056","C"
"1","Trait1","mrMLM","PstI.TP806450","1","7007771","3.6387e-05","0.0102","C"
"1","Trait1","mrMLM","PstI.TP295203","1","7196786","3.0217e-05","0.0084","C"
"1","Trait1","mrMLM","PstI.TP443586","1","7215893","-5.0794e-05","0.0142","A"
"1","Trait1","mrMLM","PstI.TP488378","1","7260223","0.0443","0.4258","C"
"1","Trait1","mrMLM","PstI.TP356624","1","7268772","-0.0223","0.6359","A"
"1","Trait1","mrMLM","NsiI.TP375218","1","7321465","0.0354","0.5649","A"
"1","Trait1","mrMLM","PstI.TP451905","1","7339832","0.0395","0.602","A"
"1","Trait1","mrMLM","PstI.TP867155","1","7342618","-1.1829e-05","0.0033","G"
"1","Trait1","mrMLM","PstI.TP1288486","1","7349710","0.0336","0.7181","C"
"1","Trait1","mrMLM","NsiI.TP481176","1","7350098","0.0139","0.3441","A"
"1","Trait1","mrMLM","PstI.TP712786","1","7449325","2.5858e-05","0.0072","C"
"1","Trait1","mrMLM","PstI.TP1137764","1","7486769","-8.833e-07","2e-04","A"
"1","Trait1","mrMLM","PstI.TP1173447","1","7571007","-1.2885e-05","0.0036","C"
"1","Trait1","mrMLM","NsiI.TP432315","1","7822652","-2.0351e-05","0.0057","A"
"1","Trait1","mrMLM","PstI.TP614866","1","7824409","0.0747","0.8861","A"
"1","Trait1","mrMLM","PstI.TP973605","1","7933170","-2.2134e-05","0.0061","G"
"1","Trait1","mrMLM","PstI.TP972953","1","7984963","5.6489e-05","0.0159","C"
"1","Trait1","mrMLM","PstI.TP36329","1","8029204","-0.0329","0.355","A"
"1","Trait1","mrMLM","NsiI.TP273737","1","8121676","-1.836e-05","0.0051","C"
"1","Trait1","mrMLM","NsiI.TP137978","1","8153110","-1.5927e-05","0.0044","C"
"1","Trait1","mrMLM","PstI.TP308053","1","8330660","6.0979e-06","0.0017","A"
"1","Trait1","mrMLM","PstI.TP235369","1","8337767","0.0515","0.6858","A"
"1","Trait1","mrMLM","PstI.TP424566","1","8533790","-3.2716e-05","0.0091","C"
"1","Trait1","mrMLM","PstI.TP983141","1","8569458","-1.067e-06","3e-04","C"
"1","Trait1","mrMLM","PstI.TP426455","1","8609159","0.0598","1.0968","C"
"1","Trait1","mrMLM","PstI.TP545486","1","8870035","-0.0181","0.3723","C"
"1","Trait1","mrMLM","PstI.TP302093","1","8923298","0.0765","1.3182","C"
"1","Trait1","mrMLM","PstI.TP461927","1","9014162","0.0506","0.7842","A"
"1","Trait1","mrMLM","PstI.TP691225","1","9036250","-1.1166e-07","3.0781e-05","G"
"1","Trait1","mrMLM","PstI.TP443245","1","9039678","-8.6289e-06","0.0024","C"
"1","Trait1","mrMLM","PstI.TP978811","1","9073364","1.7997e-05","0.005","C"
"1","Trait1","mrMLM","PstI.TP542649","1","9116308","1.7844e-05","0.0049","C"
"1","Trait1","mrMLM","PstI.TP550784","1","9140137","-0.079","0.9886","A"
"1","Trait1","mrMLM","PstI.TP581769","1","9144035","0.0514","0.6298","A"
"1","Trait1","mrMLM","NsiI.TP300557","1","9206508","1.5217e-06","4e-04","A"
"1","Trait1","mrMLM","PstI.TP745827","1","9270379","0.0572","0.868","A"
"1","Trait1","mrMLM","PstI.TP456141","1","9284445","-8.6811e-06","0.0024","C"
"1","Trait1","mrMLM","PstI.TP974726","1","9504539","2.558e-05","0.0071","G"
"1","Trait1","mrMLM","NsiI.TP134750","1","9511955","0.0342","0.4039","A"
"1","Trait1","mrMLM","PstI.TP701371","1","9558859","0.0437","0.6167","C"
"1","Trait1","mrMLM","PstI.TP1174311","1","9559149","2.6173e-05","0.0073","A"
"1","Trait1","mrMLM","PstI.TP390724","1","9756005","-1.3959e-05","0.0039","G"
"1","Trait1","mrMLM","NsiI.TP727325","1","9821700","-2.371e-05","0.0066","A"
"1","Trait1","mrMLM","PstI.TP377612","1","9851429","4.1694e-05","0.0117","A"
"1","Trait1","mrMLM","PstI.TP377610","1","9851445","0.0019","0.072","C"
"1","Trait1","mrMLM","PstI.TP1001875","1","9929490","1.2608e-05","0.0035","C"
"1","Trait1","mrMLM","PstI.TP120265","1","9929566","1.0263e-05","0.0028","A"
"1","Trait1","mrMLM","PstI.TP145867","1","9990979","-0.0139","0.1579","C"
"1","Trait1","mrMLM","PstI.TP821356","1","10005335","1.208e-05","0.0033","C"
"1","Trait1","mrMLM","PstI.TP498398","1","10010021","4.5941e-06","0.0013","A"
"1","Trait1","mrMLM","PstI.TP1106149","1","10181736","-1.9419e-05","0.0054","C"
"1","Trait1","mrMLM","PstI.TP345581","1","10284848","-1.1688e-06","3e-04","C"
"1","Trait1","mrMLM","NsiI.TP664565","1","10300447","2.1226e-05","0.0059","A"
"1","Trait1","mrMLM","PstI.TP593918","1","10465079","-0.0323","0.4336","A"
"1","Trait1","mrMLM","NsiI.TP360999","1","10465743","2.9838e-05","0.0083","C"
"1","Trait1","mrMLM","PstI.TP323026","1","10477035","-0.0135","0.1575","A"
"1","Trait1","mrMLM","PstI.TP91211","1","10530796","-3.7811e-06","0.001","G"
"1","Trait1","mrMLM","PstI.TP488889","1","10576905","-2.0976e-05","0.0058","G"
"1","Trait1","mrMLM","PstI.TP948493","1","10639570","-0.0432","0.5356","A"
"1","Trait1","mrMLM","PstI.TP980214","1","10687788","0.0697","2.1465","G"
"1","Trait1","mrMLM","PstI.TP667320","1","10965394","0.0675","0.7113","C"
"1","Trait1","mrMLM","PstI.TP869093","1","11187262","-1.5469e-06","4e-04","C"
"1","Trait1","mrMLM","PstI.TP835148","1","11456164","1.0715e-05","0.003","A"
"1","Trait1","mrMLM","PstI.TP1045636","1","11697258","-2.8477e-05","0.0079","A"
"1","Trait1","mrMLM","PstI.TP319571","1","11815150","0.0147","0.3514","A"
"1","Trait1","mrMLM","PstI.TP1288084","1","11935767","-0.0041","0.1331","A"
"1","Trait1","mrMLM","PstI.TP939213","1","11990855","-0.0585","0.6616","A"
"1","Trait1","mrMLM","PstI.TP301133","1","12137712","0.0421","0.4225","G"
"1","Trait1","mrMLM","NsiI.TP690036","1","12138480","1.7309e-05","0.0048","C"
"1","Trait1","mrMLM","PstI.TP181460","1","12172878","-1.4581e-05","0.004","C"
"1","Trait1","mrMLM","PstI.TP308387","1","12249163","-0.0122","0.3264","A"
"1","Trait1","mrMLM","PstI.TP401102","1","12714512","0.0099","0.1788","C"
"1","Trait1","mrMLM","PstI.TP419952","1","13194145","-0.0797","1.1372","C"
"1","Trait1","mrMLM","PstI.TP770895","1","13263569","2.0147e-05","0.0056","A"
"1","Trait1","mrMLM","PstI.TP726878","1","13263594","-1.1877e-05","0.0033","A"
"1","Trait1","mrMLM","NsiI.TP146220","1","13426299","-8.031e-06","0.0022","A"
"1","Trait1","mrMLM","PstI.TP775845","1","13537099","-1.1868e-05","0.0033","C"
"1","Trait1","mrMLM","PstI.TP672785","1","13856592","1.1061e-05","0.0031","C"
"1","Trait1","mrMLM","NsiI.TP819777","1","14025316","2.3522e-05","0.0065","C"
"1","Trait1","mrMLM","PstI.TP37475","1","14297444","-3.4685e-05","0.0097","A"
"1","Trait1","mrMLM","PstI.TP1098610","1","14727981","2.1274e-05","0.0059","A"
"1","Trait1","mrMLM","PstI.TP473065","1","14979768","2.7796e-05","0.0077","C"
"1","Trait1","mrMLM","PstI.TP994295","1","15000089","-0.0283","0.5019","C"
"1","Trait1","mrMLM","NsiI.TP173516","1","15009936","-0.0082","0.1972","A"
"1","Trait1","mrMLM","PstI.TP980794","1","15035098","0.1098","1.8986","C"
"1","Trait1","mrMLM","NsiI.TP258606","1","15160092","0.0591","1.1937","C"
"1","Trait1","mrMLM","NsiI.TP453296","1","15160906","0.0337","0.4975","G"
"1","Trait1","mrMLM","PstI.TP745600","1","15174350","4.1549e-06","0.0011","A"
"1","Trait1","mrMLM","NsiI.TP190002","1","15394010","-2.0573e-06","6e-04","C"
"1","Trait1","mrMLM","NsiI.TP255144","1","15433398","-6.3581e-06","0.0018","C"
"1","Trait1","mrMLM","PstI.TP364469","1","15807512","0.0237","0.4331","A"
"1","Trait1","mrMLM","PstI.TP537488","1","15836219","2.1334e-05","0.0059","C"
"1","Trait1","mrMLM","PstI.TP548596","1","16432580","-1.7147e-06","5e-04","A"
"1","Trait1","mrMLM","PstI.TP1150194","1","16733554","-0.02","0.298","A"
"1","Trait1","mrMLM","PstI.TP1062903","1","16796019","-0.1237","1.7698","A"
"1","Trait1","mrMLM","PstI.TP875497","1","17132096","1.1326e-05","0.0031","G"
"1","Trait1","mrMLM","PstI.TP270063","1","17132801","-1.5443e-05","0.0043","A"
"1","Trait1","mrMLM","NsiI.TP347636","1","17221327","-0.0836","1.2883","G"
"1","Trait1","mrMLM","PstI.TP97518","1","17476051","-2.5681e-05","0.0071","C"
"1","Trait1","mrMLM","PstI.TP1199192","1","17514476","-2.8955e-05","0.0081","A"
"1","Trait1","mrMLM","NsiI.TP210953","1","17586467","1.5782e-05","0.0044","C"
"1","Trait1","mrMLM","PstI.TP311967","1","17610629","0.1568","2.2081","C"
"1","Trait1","mrMLM","PstI.TP392482","1","17611146","-0.3101","7.1912","A"
"1","Trait1","mrMLM","PstI.TP907404","1","18035898","-0.0028","0.0704","A"
"1","Trait1","mrMLM","PstI.TP147052","1","18036670","2.3975e-05","0.0067","A"
"1","Trait1","mrMLM","PstI.TP353784","1","18167193","0.0442","0.622","C"
"1","Trait1","mrMLM","PstI.TP510832","1","18167351","-0.0506","0.7024","A"
"1","Trait1","mrMLM","NsiI.TP20060","1","18191763","9.4961e-06","0.0026","A"
"1","Trait1","mrMLM","PstI.TP1245745","1","18203316","-8.8083e-06","0.0024","C"
"1","Trait1","mrMLM","PstI.TP460935","1","18308167","-1.7844e-05","0.0049","A"
"1","Trait1","mrMLM","PstI.TP1279895","1","18383885","-1.4735e-05","0.0041","A"
"1","Trait1","mrMLM","PstI.TP1126710","1","18437271","0.0509","0.5279","G"
"1","Trait1","mrMLM","NsiI.TP772843","1","18447607","-0.0017","0.0631","G"
"1","Trait1","mrMLM","PstI.TP533117","1","18662889","3.1804e-05","0.0089","G"
"1","Trait1","mrMLM","PstI.TP166501","1","18793961","3.2661e-05","0.0091","A"
"1","Trait1","mrMLM","NsiI.TP463409","1","18837893","3.7858e-05","0.0106","A"
"1","Trait1","mrMLM","PstI.TP1140029","1","19067860","-6.2304e-07","2e-04","A"
"1","Trait1","mrMLM","NsiI.TP175150","1","19077723","0.0186","0.4973","A"
"1","Trait1","mrMLM","PstI.TP298371","1","19099334","-2.0214e-05","0.0056","A"
"1","Trait1","mrMLM","PstI.TP458499","1","19100550","-0.0292","0.6373","A"
"1","Trait1","mrMLM","NsiI.TP731560","1","19407596","-1.3313e-05","0.0037","C"
"1","Trait1","mrMLM","PstI.TP579186","1","19637965","-1.7494e-05","0.0048","C"
"1","Trait1","mrMLM","PstI.TP574132","1","19943823","4e-04","0.0285","A"
"1","Trait1","mrMLM","PstI.TP1110165","1","20001173","0.0301","0.288","A"
"1","Trait1","mrMLM","PstI.TP890955","1","20013544","0.0456","0.8486","A"
"1","Trait1","mrMLM","PstI.TP890977","1","20013575","-0.0181","0.4063","C"
"1","Trait1","mrMLM","PstI.TP385421","1","20238710","2.3595e-06","7e-04","A"
"1","Trait1","mrMLM","NsiI.TP352570","1","20251715","-0.126","1.4697","C"
"1","Trait1","mrMLM","NsiI.TP440927","1","20252244","-2.5452e-05","0.0071","A"
"1","Trait1","mrMLM","PstI.TP1239144","1","20685889","-0.0148","0.3084","C"
"1","Trait1","mrMLM","PstI.TP861964","1","20685961","0.106","1.4041","A"
"1","Trait1","mrMLM","PstI.TP851166","1","21305923","0.0074","0.1421","C"
"1","Trait1","mrMLM","PstI.TP791712","1","21320307","-2.6621e-05","0.0074","C"
"1","Trait1","mrMLM","PstI.TP265643","1","21534801","0.0259","0.3138","A"
"1","Trait1","mrMLM","PstI.TP198890","1","21626192","0.0115","0.2477","A"
"1","Trait1","mrMLM","PstI.TP1074331","1","21885836","-0.0807","1.6361","A"
"1","Trait1","mrMLM","PstI.TP761935","1","22258955","0.0247","0.2915","A"
"1","Trait1","mrMLM","PstI.TP543648","1","22275588","-2.0541e-05","0.0057","C"
"1","Trait1","mrMLM","NsiI.TP304101","1","22335385","-5.8038e-06","0.0016","C"
"1","Trait1","mrMLM","PstI.TP1133775","1","23057893","-1.8722e-05","0.0052","C"
"1","Trait1","mrMLM","PstI.TP1020277","1","23246220","1.0953e-05","0.003","C"
"1","Trait1","mrMLM","PstI.TP1256502","1","23777666","1.8257e-05","0.0051","A"
"1","Trait1","mrMLM","PstI.TP884909","1","23972025","1.6138e-05","0.0045","C"
"1","Trait1","mrMLM","NsiI.TP269540","1","24901828","-0.0942","0.9503","A"
"1","Trait1","mrMLM","PstI.TP510443","1","25088662","1.1808e-05","0.0033","G"
"1","Trait1","mrMLM","PstI.TP98839","1","25165051","-5.967e-06","0.0016","C"
"1","Trait1","mrMLM","PstI.TP543090","1","25480362","-0.0649","0.6928","A"
"1","Trait1","mrMLM","PstI.TP21552","1","26847368","-1.2814e-05","0.0035","A"
"1","Trait1","mrMLM","PstI.TP757921","1","26848011","5.4097e-05","0.0152","A"
"1","Trait1","mrMLM","NsiI.TP378252","1","26880821","4.2117e-05","0.0118","A"
"1","Trait1","mrMLM","PstI.TP288641","1","27158173","-0.0365","0.5065","A"
"1","Trait1","mrMLM","PstI.TP309238","1","27158767","-0.0119","0.1415","G"
"1","Trait1","mrMLM","PstI.TP364380","1","27181483","7.7458e-06","0.0021","A"
"1","Trait1","mrMLM","PstI.TP176880","1","28241729","0.0274","0.3575","A"
"1","Trait1","mrMLM","PstI.TP896979","1","28970255","5.3285e-06","0.0015","G"
"1","Trait1","mrMLM","NsiI.TP633588","1","29778455","1.8827e-05","0.0052","A"
"1","Trait1","mrMLM","PstI.TP150197","1","30650620","-6.8741e-06","0.0019","G"
"1","Trait1","mrMLM","PstI.TP31070","1","30825121","1.0535e-05","0.0029","C"
"1","Trait1","mrMLM","NsiI.TP61845","1","30836654","-6.3156e-06","0.0017","C"
"1","Trait1","mrMLM","PstI.TP510044","1","31327463","0.0057","0.1995","C"
"1","Trait1","mrMLM","PstI.TP231608","1","46403489","4.0363e-06","0.0011","A"
"1","Trait1","mrMLM","PstI.TP1213378","1","46786394","0.0629","0.7807","C"
"1","Trait1","mrMLM","PstI.TP286748","1","49731278","-0.0152","0.2165","A"
"1","Trait1","mrMLM","PstI.TP261824","1","50142562","-5.2335e-06","0.0014","A"
"1","Trait1","mrMLM","PstI.TP1189297","1","50142670","1.637e-05","0.0045","A"
"1","Trait1","mrMLM","PstI.TP1162168","1","50144561","-0.0303","0.5324","A"
"1","Trait1","mrMLM","PstI.TP122157","1","50223254","0.0363","0.4353","A"
"1","Trait1","mrMLM","PstI.TP15027","1","50852753","0.0106","0.3149","C"
"1","Trait1","mrMLM","PstI.TP1138376","1","51888724","-1.8655e-05","0.0052","A"
"1","Trait1","mrMLM","PstI.TP481755","1","51889649","-1.3947e-05","0.0039","G"
"1","Trait1","mrMLM","PstI.TP452799","1","52828554","4.3467e-05","0.0122","A"
"1","Trait1","mrMLM","PstI.TP548667","1","53141843","-0.0213","0.2187","A"
"1","Trait1","mrMLM","PstI.TP1134497","1","53143016","2.6137e-05","0.0073","C"
"1","Trait1","mrMLM","PstI.TP643290","1","53455562","2.4643e-05","0.0068","A"
"1","Trait1","mrMLM","PstI.TP378778","1","54121051","-2.0338e-05","0.0056","G"
"1","Trait1","mrMLM","NsiI.TP160863","1","54752388","2.7841e-05","0.0077","C"
"1","Trait1","mrMLM","PstI.TP160672","1","55685308","2.5363e-05","0.0071","A"
"1","Trait1","mrMLM","PstI.TP1167747","1","56262223","-1.9242e-05","0.0053","A"
"1","Trait1","mrMLM","PstI.TP1007712","1","56295361","-0.0421","0.7592","A"
"1","Trait1","mrMLM","PstI.TP1255073","1","56318472","0.0706","0.8755","C"
"1","Trait1","mrMLM","PstI.TP309283","1","56385216","7.3066e-06","0.002","A"
"1","Trait1","mrMLM","NsiI.TP742789","1","56568036","6.2528e-06","0.0017","A"
"1","Trait1","mrMLM","NsiI.TP565063","1","56578610","0.0306","0.5096","G"
"1","Trait1","mrMLM","NsiI.TP824820","1","56735765","-1.5399e-05","0.0043","A"
"1","Trait1","mrMLM","PstI.TP822327","1","56871868","3.1558e-05","0.0088","A"
"1","Trait1","mrMLM","PstI.TP377200","1","56910407","2.2276e-05","0.0062","G"
"1","Trait1","mrMLM","PstI.TP1041006","1","57001520","3.4029e-06","9e-04","C"
"1","Trait1","mrMLM","PstI.TP1282088","1","57117988","-1.9767e-05","0.0055","G"
"1","Trait1","mrMLM","PstI.TP807213","1","57183105","-0.0078","0.1726","C"
"1","Trait1","mrMLM","PstI.TP1165736","1","57192298","-1.4733e-05","0.0041","C"
"1","Trait1","mrMLM","PstI.TP264010","1","57283338","2.6555e-05","0.0074","A"
"1","Trait1","mrMLM","PstI.TP445858","1","57330069","-0.0704","0.7227","C"
"1","Trait1","mrMLM","PstI.TP96755","1","57367730","-9.1133e-06","0.0025","C"
"1","Trait1","mrMLM","NsiI.TP459313","1","57397568","1.2834e-05","0.0036","A"
"1","Trait1","mrMLM","PstI.TP968463","1","57418406","-2e-04","0.018","A"
"1","Trait1","mrMLM","NsiI.TP758763","1","57499558","-0.1178","1.8893","G"
"1","Trait1","mrMLM","NsiI.TP755202","1","57718474","-0.0635","0.9458","C"
